AUN,LEA Name,LEA Type,County,Race,Year,PKA,PKP,PKF,K4A,K4P,K4F,K5A,K5P,K5F,001,002,003,004,005,006,007,008,009,010,011,012,Total
126510014,Maritime Academy Charter School,CS,Philadelphia,American Indian / Alaskan Native,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,*
126510014,Maritime Academy Charter School,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,0,0,0,0,*,*,10,11,*,*,0,*,0,32
126510014,Maritime Academy Charter School,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,0,0,0,0,20,16,24,33,41,23,20,16,24,217
126510014,Maritime Academy Charter School,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,0,0,0,0,17,13,29,30,37,16,15,16,13,186
126510014,Maritime Academy Charter School,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,0,*,*,*,*,*,13
126510014,Maritime Academy Charter School,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,0,0,0,0,16,34,42,69,51,23,43,26,26,330
126519644,Mastery CS - Cleveland Elementary,CS,Philadelphia,American Indian / Alaskan Native,,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0,*
126519644,Mastery CS - Cleveland Elementary,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,98,92,87,90,93,66,72,59,72,0,0,0,0,729
126519644,Mastery CS - Cleveland Elementary,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,0,0,0,0,32
126519644,Mastery CS - Cleveland Elementary,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,0,*,*,0,*,0,*,0,0,0,0,0,0,*
126519644,Mastery CS - Cleveland Elementary,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,*,0,0,0,0,0,*
126518795,Mastery CS - Francis D. Pastorius Elemen,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,68,66,44,48,74,51,49,51,54,0,0,0,0,505
126518795,Mastery CS - Francis D. Pastorius Elemen,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,0,0,0,0,14
126518795,Mastery CS - Francis D. Pastorius Elemen,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,*,*,*,*,*,*,0,*,*,0,0,0,0,15
126511748,Mastery CS-Clymer Elementary,CS,Philadelphia,American Indian / Alaskan Native,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,*
126511748,Mastery CS-Clymer Elementary,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,63,80,56,51,53,46,48,45,51,0,0,0,0,493
126511748,Mastery CS-Clymer Elementary,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,*,*,*,*,*,10,*,*,*,0,0,0,0,56
126511748,Mastery CS-Clymer Elementary,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,*
126511748,Mastery CS-Clymer Elementary,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,*,0,*,*,0,*,*,0,*,0,0,0,0,*
126513734,Mastery CS-Gratz Campus,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,*
126513734,Mastery CS-Gratz Campus,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,53,331,356,301,191,1279
126513734,Mastery CS-Gratz Campus,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,13,*,*,40
126513734,Mastery CS-Gratz Campus,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,*,*,12
126513734,Mastery CS-Gratz Campus,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,*
126516457,Mastery CS-Harrity Campus,CS,Philadelphia,American Indian / Alaskan Native,,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0,0,*
126516457,Mastery CS-Harrity Campus,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,97,97,97,102,101,103,77,96,75,0,0,0,0,845
126516457,Mastery CS-Harrity Campus,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,*,*,0,0,0,0,*
126516457,Mastery CS-Harrity Campus,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0,*
126516457,Mastery CS-Harrity Campus,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,*,0,0,*,0,0,0,0,0,0,0,0,0,*
126519433,Mastery CS-Mann Campus,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,*,*,*,*,0,*,0,0,0,0,0,0,0,12
126519433,Mastery CS-Mann Campus,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,67,71,69,74,71,62,70,0,0,0,0,0,0,484
126519433,Mastery CS-Mann Campus,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,*,*,10,*,*,*,*,0,0,0,0,0,0,39
126519433,Mastery CS-Mann Campus,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,0,0,0,0,0,0,14
126519433,Mastery CS-Mann Campus,CS,Philadelphia,Native Hawaiian or other Pacific Islander(not hispanic),,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,*
126519433,Mastery CS-Mann Campus,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,*
151514721,Mastery CS-Pickett Campus,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,*
151514721,Mastery CS-Pickett Campus,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,111,133,138,118,113,96,819
151514721,Mastery CS-Pickett Campus,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,*,*,*,0,*
151514721,Mastery CS-Pickett Campus,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,*
126510022,Mastery CS-Shoemaker Campus,CS,Philadelphia,American Indian / Alaskan Native,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,*
126510022,Mastery CS-Shoemaker Campus,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,*
126510022,Mastery CS-Shoemaker Campus,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,127,126,133,97,108,722
126510022,Mastery CS-Shoemaker Campus,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,*,0,0,*
126510022,Mastery CS-Shoemaker Campus,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,*
126517286,Mastery CS-Smedley Campus,CS,Philadelphia,American Indian / Alaskan Native,,0,0,0,0,0,0,0,0,0,0,*,*,0,0,*,0,0,0,0,0,0,*
126517286,Mastery CS-Smedley Campus,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,0,*,*,0,*,0,*,0,0,0,0,0,0,*
126517286,Mastery CS-Smedley Campus,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,81,71,78,66,70,85,67,0,0,0,0,0,0,518
126517286,Mastery CS-Smedley Campus,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,29,32,30,23,15,14,21,0,0,0,0,0,0,164
126517286,Mastery CS-Smedley Campus,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,0,*,*,23,*,*,*,0,0,0,0,0,0,42
126517286,Mastery CS-Smedley Campus,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,*,*,0,*,*,*,*,0,0,0,0,0,0,19
126510023,Mastery CS-Thomas Campus,CS,Philadelphia,American Indian / Alaskan Native,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*
126510023,Mastery CS-Thomas Campus,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,21,10,11,10,*,15,*,20,29,14,17,26,12,195
126510023,Mastery CS-Thomas Campus,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,39,28,21,19,26,22,33,59,53,75,80,51,52,558
126510023,Mastery CS-Thomas Campus,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,15,*,*,*,*,*,*,15,*,*,11,*,*,102
126510023,Mastery CS-Thomas Campus,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,0,42
126510023,Mastery CS-Thomas Campus,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,45,30,11,18,10,10,*,19,16,*,15,18,16,225
126510002,Mastery Charter High School,CS,Philadelphia,American Indian / Alaskan Native,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*
126510002,Mastery Charter High School,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,*,*
126510002,Mastery Charter High School,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,99,82,78,77,74,511
126510002,Mastery Charter High School,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,*,*,30
126510002,Mastery Charter High School,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,*
126510002,Mastery Charter High School,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,*,0,*,13
126513230,Math Civics and Sciences CS,CS,Philadelphia,American Indian / Alaskan Native,,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*
126513230,Math Civics and Sciences CS,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,0,83,83,80,82,83,83,75,79,63,74,84,71,940
126513230,Math Civics and Sciences CS,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,0,*,*,*,*,20
126513230,Math Civics and Sciences CS,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,*,0,0,0,0,0,*
126513230,Math Civics and Sciences CS,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,*,0,0,0,0,*
126519392,Memphis Street Academy CS @ JP Jones,CS,Philadelphia,American Indian / Alaskan Native,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,*
126519392,Memphis Street Academy CS @ JP Jones,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,*,0,0,0,0,*
126519392,Memphis Street Academy CS @ JP Jones,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,0,0,0,0,0,64,82,59,71,0,0,0,0,276
126519392,Memphis Street Academy CS @ JP Jones,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,0,0,0,0,0,112,128,110,109,0,0,0,0,459
126519392,Memphis Street Academy CS @ JP Jones,CS,Philadelphia,Multi-Racial,,*,0,0,0,0,0,0,0,0,0,0,0,0,*,13,19,13,0,0,0,0,46
126519392,Memphis Street Academy CS @ JP Jones,CS,Philadelphia,White,,*,0,0,0,0,0,0,0,0,0,0,0,0,*,21,26,19,0,0,0,0,73
126513000,Multi-Cultural Academy CS,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,*,*
126513000,Multi-Cultural Academy CS,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,49,64,39,238
126513000,Multi-Cultural Academy CS,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,*
126513000,Multi-Cultural Academy CS,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*
126513420,New Foundations CS,CS,Philadelphia,American Indian / Alaskan Native,,0,0,0,0,0,0,0,0,0,*,0,0,0,*,*,0,*,*,0,0,0,10
126513420,New Foundations CS,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,*,*,0,*,*,*,*,*,*,*,*,*,*,51
126513420,New Foundations CS,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,*,*,17,*,*,*,12,*,15,26,35,15,20,190
126513420,New Foundations CS,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,*,*,*,*,*,10,*,13,*,41,30,21,17,172
126513420,New Foundations CS,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,*,*,*,0,*,0,*,0,0,*,*,0,0,10
126513420,New Foundations CS,CS,Philadelphia,Native Hawaiian or other Pacific Islander(not hispanic),,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,*,0,0,*
126513420,New Foundations CS,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,46,51,55,58,52,55,60,52,54,106,92,68,63,812
126510018,New Media Technology CS,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,*
126510018,New Media Technology CS,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,48,47,102,71,96,64,451
126510018,New Media Technology CS,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,*,0,*
126510018,New Media Technology CS,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,*
126510019,Northwood Academy CS,CS,Philadelphia,American Indian / Alaskan Native,,0,0,0,0,0,0,0,0,*,0,0,0,*,0,0,0,0,0,0,0,0,*
126510019,Northwood Academy CS,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,0,*,*,*,*,0,*,*,*,0,0,0,0,17
126510019,Northwood Academy CS,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,57,82,55,53,61,56,52,56,48,0,0,0,0,520
126510019,Northwood Academy CS,CS,Philadelphia,Hispanic,,*,0,0,0,0,0,0,0,21,*,22,31,15,24,21,19,23,0,0,0,0,184
126510019,Northwood Academy CS,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,*,0,0,*,*,*,*,*,*,0,0,0,0,18
126510019,Northwood Academy CS,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,*,0,*,*,*,*,*,*,*,0,0,0,0,38
126513452,Olney Charter High School,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,19,11,64
126513452,Olney Charter High School,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,202,115,145,642
126513452,Olney Charter High School,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,322,213,152,1002
126513452,Olney Charter High School,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,11,*,*,27
173515368,Pan American Academy CS,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,*
173515368,Pan American Academy CS,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,*,13,*,*,*,*,*,*,*,0,0,0,0,66
173515368,Pan American Academy CS,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,88,111,97,64,65,51,72,63,45,0,0,0,0,656
173515368,Pan American Academy CS,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,*,*,*,*,0,0,0,0,*,0,0,0,0,11
173515368,Pan American Academy CS,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0,*
126510004,People for People CS,CS,Philadelphia,American Indian / Alaskan Native,,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,*
126510004,People for People CS,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*
126510004,People for People CS,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,77,67,78,64,43,54,46,42,37,0,0,0,0,508
126510004,People for People CS,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,*,*,*,*,*,0,*,0,*,0,0,0,0,12
126510004,People for People CS,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,*,0,0,0,0,*
126510004,People for People CS,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0,*
126513280,Philadelphia Academy CS,CS,Philadelphia,American Indian / Alaskan Native,,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,*
126513280,Philadelphia Academy CS,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,34
126513280,Philadelphia Academy CS,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,10,10,10,*,73
126513280,Philadelphia Academy CS,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,10,64
126513280,Philadelphia Academy CS,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,*,0,0,0,*,*,0,0,*,0,*,0,*,10
126513280,Philadelphia Academy CS,CS,Philadelphia,Native Hawaiian or other Pacific Islander(not hispanic),,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0,*
126513280,Philadelphia Academy CS,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,57,57,59,60,58,54,81,86,82,109,98,102,94,997
126515001,Philadelphia City SD,SD,Philadelphia,American Indian / Alaskan Native,,0,0,15,0,0,0,0,0,55,39,19,26,21,14,15,*,*,20,16,18,24,298
126515001,Philadelphia City SD,SD,Philadelphia,Asian,,0,0,154,0,0,0,0,0,803,845,823,834,774,788,779,745,718,883,890,885,943,10864
126515001,Philadelphia City SD,SD,Philadelphia,Black or African American,,0,0,1566,0,0,0,0,0,5660,6335,5873,5640,5733,5464,5105,4917,5008,6005,5678,5482,5098,73564
126515001,Philadelphia City SD,SD,Philadelphia,Hispanic,,0,0,327,0,0,0,0,0,2367,2619,2436,2349,2314,2085,1670,1649,1590,2044,1790,1489,1294,26023
126515001,Philadelphia City SD,SD,Philadelphia,Multi-Racial,,0,0,142,0,0,0,0,0,1257,1320,986,895,778,486,309,248,217,279,190,174,120,7401
126515001,Philadelphia City SD,SD,Philadelphia,Native Hawaiian or other Pacific Islander(not hispanic),,0,0,*,0,0,0,0,0,*,*,*,0,*,*,0,*,*,*,0,0,0,29
126515001,Philadelphia City SD,SD,Philadelphia,White,,0,0,172,0,0,0,0,0,1715,1729,1651,1618,1523,1549,1372,1429,1377,1482,1393,1259,1226,19495
126510009,Philadelphia Electrical & Tech CHS,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,*,*,*,28
126510009,Philadelphia Electrical & Tech CHS,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,109,95,73,353
126510009,Philadelphia Electrical & Tech CHS,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,*,*,*,47
126510009,Philadelphia Electrical & Tech CHS,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,10
126510009,Philadelphia Electrical & Tech CHS,CS,Philadelphia,Native Hawaiian or other Pacific Islander(not hispanic),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,*
126510009,Philadelphia Electrical & Tech CHS,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,32,29,39,136
126512850,Philadelphia Harambee Inst CS,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,80,83,49,55,56,54,54,62,52,0,0,0,0,545
126510016,Philadelphia Montessori CS,CS,Philadelphia,American Indian / Alaskan Native,,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,*
126510016,Philadelphia Montessori CS,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,24,23,27,22,23,26,21,0,0,0,0,0,0,166
126510016,Philadelphia Montessori CS,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,*
126510016,Philadelphia Montessori CS,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,*,*,0,0,*,*,0,0,0,0,0,0,0,*
126510016,Philadelphia Montessori CS,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,*,*,*,*,*,0,0,0,0,0,0,0,0,*
126513400,Philadelphia Performing Arts CS,CS,Philadelphia,American Indian / Alaskan Native,,0,0,0,0,0,0,0,0,*,0,*,0,*,0,0,0,0,0,0,0,0,*
126513400,Philadelphia Performing Arts CS,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,*,12,12,10,*,*,*,*,*,*,0,0,0,74
126513400,Philadelphia Performing Arts CS,CS,Philadelphia,Black or African American,,*,0,0,0,0,0,0,0,*,23,11,17,13,24,13,12,14,113,0,0,0,247
126513400,Philadelphia Performing Arts CS,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,29,0,0,0,68
126513400,Philadelphia Performing Arts CS,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,10,13,14,*,*,10,*,*,*,*,0,0,0,81
126513400,Philadelphia Performing Arts CS,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,113,144,108,104,104,83,79,66,58,83,0,0,0,942
182514568,Planet Abacus CS,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,*,0,0,0,0,0,*
182514568,Planet Abacus CS,CS,Philadelphia,Black or African American,,*,0,0,0,0,0,0,0,23,20,22,20,14,13,10,*,10,0,0,0,0,141
182514568,Planet Abacus CS,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,16,14,13,*,15,10,11,*,*,0,0,0,0,103
182514568,Planet Abacus CS,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,*,11,11,14,*,*,*,*,*,0,0,0,0,55
182514568,Planet Abacus CS,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,30,26,23,22,20,24,16,13,14,0,0,0,0,188
126512960,Preparatory CS of Mathematics Science,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,32,22,23,99
126512960,Preparatory CS of Mathematics Science,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,62,67,50,248
126512960,Preparatory CS of Mathematics Science,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,24
126512960,Preparatory CS of Mathematics Science,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,14
126512960,Preparatory CS of Mathematics Science,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,54,53,40,191
126510008,Richard Allen Preparatory CS,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,*,0,0,0,14
126510008,Richard Allen Preparatory CS,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,0,0,0,0,0,91,100,111,111,86,0,0,0,499
126510008,Richard Allen Preparatory CS,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,0,0,0,0,*
126510008,Richard Allen Preparatory CS,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,*
126510008,Richard Allen Preparatory CS,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,*,*,0,0,0,*
126510001,Russell Byers CS,CS,Philadelphia,Asian,,0,0,0,0,0,*,0,0,*,*,*,*,*,0,0,0,0,0,0,0,0,11
126510001,Russell Byers CS,CS,Philadelphia,Black or African American,,0,0,0,0,0,38,0,0,43,58,43,64,57,44,49,0,0,0,0,0,0,396
126510001,Russell Byers CS,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,*,*,*,0,*,*,*,0,0,0,0,0,0,21
126510001,Russell Byers CS,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,*
126510001,Russell Byers CS,CS,Philadelphia,White,,0,0,0,0,0,13,0,0,*,11,*,*,10,*,0,0,0,0,0,0,0,56
114514135,Sankofa Freedom Academy Charter School,CS,Philadelphia,American Indian / Alaskan Native,,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,*
114514135,Sankofa Freedom Academy Charter School,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,42,55,49,53,46,51,47,49,45,48,43,43,48,619
114514135,Sankofa Freedom Academy Charter School,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,*,0,0,*,*,*,*,*,*,0,*,*,*,24
114514135,Sankofa Freedom Academy Charter School,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,*
108515107,Southwest Leadership Academy CS,CS,Philadelphia,American Indian / Alaskan Native,,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,*
108515107,Southwest Leadership Academy CS,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,0,0,*,*,*,0,0,*,0,0,0,0,0,*
108515107,Southwest Leadership Academy CS,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,56,55,54,53,53,52,51,53,52,0,0,0,0,479
108515107,Southwest Leadership Academy CS,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,*
108515107,Southwest Leadership Academy CS,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,*
108515107,Southwest Leadership Academy CS,CS,Philadelphia,Native Hawaiian or other Pacific Islander(not hispanic),,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0,*
108515107,Southwest Leadership Academy CS,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,*
192518422,Tacony Academy Charter School,CS,Philadelphia,American Indian / Alaskan Native,,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,*
192518422,Tacony Academy Charter School,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,0,0,*,*,0,0,26
192518422,Tacony Academy Charter School,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,24,16,25,22,21,22,31,29,27,48,38,39,35,377
