AUN,LEA Name,LEA Type,County,School Number,School Name,Student Gender Code,PKA,PKP,PKF,K4A,K4P,K4F,K5A,K5P,K5F,001,002,003,004,005,006,EUG,007,008,009,010,011,012,SUG,Total
126515001,Philadelphia City SD,SD,Philadelphia,3620,Bregy F Amedee Sch,M,0,0,15,0,0,0,0,0,26,22,20,23,23,24,27,0,32,24,0,0,0,0,0,236
126515001,Philadelphia City SD,SD,Philadelphia,3745,Bridesburg Sch,F,0,0,0,0,0,0,0,0,30,49,35,29,35,28,0,0,0,0,0,0,0,0,0,206
126515001,Philadelphia City SD,SD,Philadelphia,3745,Bridesburg Sch,M,0,0,0,0,0,0,0,0,38,44,46,41,38,34,0,0,0,0,0,0,0,0,0,241
126515001,Philadelphia City SD,SD,Philadelphia,3684,Brown Henry A Sch,F,0,0,16,0,0,0,0,0,24,32,36,24,38,25,22,0,24,0,0,0,0,0,0,241
126515001,Philadelphia City SD,SD,Philadelphia,3684,Brown Henry A Sch,M,0,0,23,0,0,0,0,0,40,41,30,22,34,38,27,0,17,0,0,0,0,0,0,272
126515001,Philadelphia City SD,SD,Philadelphia,6529,Brown Joseph H Sch,F,0,0,0,0,0,0,0,0,36,49,32,35,35,32,34,0,0,0,0,0,0,0,0,253
126515001,Philadelphia City SD,SD,Philadelphia,6529,Brown Joseph H Sch,M,0,0,0,0,0,0,0,0,52,43,38,38,30,43,33,0,0,0,0,0,0,0,0,277
126515001,Philadelphia City SD,SD,Philadelphia,3601,Bryant William C Sch,F,0,0,27,0,0,0,0,0,19,21,33,25,23,36,13,0,25,30,0,0,0,0,0,252
126515001,Philadelphia City SD,SD,Philadelphia,3601,Bryant William C Sch,M,0,0,40,0,0,0,0,0,25,31,30,28,34,31,26,0,25,21,0,0,0,0,0,291
126515001,Philadelphia City SD,SD,Philadelphia,7230,Carnell Laura H Sch,F,0,0,0,0,0,0,0,0,85,76,97,85,108,93,99,0,79,71,0,0,0,0,0,793
126515001,Philadelphia City SD,SD,Philadelphia,7230,Carnell Laura H Sch,M,0,0,0,0,0,0,0,0,107,105,112,102,84,100,90,0,102,61,0,0,0,0,0,863
126515001,Philadelphia City SD,SD,Philadelphia,4728,Carroll Charles Sch,F,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,65,49,35,0,228
126515001,Philadelphia City SD,SD,Philadelphia,4728,Carroll Charles Sch,M,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,58,63,28,0,238
126515001,Philadelphia City SD,SD,Philadelphia,7023,Carver HS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,91,77,46,0,302
126515001,Philadelphia City SD,SD,Philadelphia,7023,Carver HS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,103,112,76,0,404
126515001,Philadelphia City SD,SD,Philadelphia,3664,Cassidy Lewis C AC Plus Sch,F,0,0,0,0,0,0,0,0,37,44,50,35,38,53,46,0,0,0,0,0,0,0,0,303
126515001,Philadelphia City SD,SD,Philadelphia,3664,Cassidy Lewis C AC Plus Sch,M,0,0,0,0,0,0,0,0,36,46,43,50,60,45,47,0,0,0,0,0,0,0,0,327
126515001,Philadelphia City SD,SD,Philadelphia,3602,Catharine Joseph Sch,F,0,0,24,0,0,0,0,0,46,60,57,37,37,43,0,0,0,0,0,0,0,0,0,304
126515001,Philadelphia City SD,SD,Philadelphia,3602,Catharine Joseph Sch,M,0,0,14,0,0,0,0,0,43,48,59,48,50,40,0,0,0,0,0,0,0,0,0,302
126515001,Philadelphia City SD,SD,Philadelphia,7404,Cayuga School,F,0,0,0,0,0,0,0,0,36,38,30,36,27,27,0,0,0,0,0,0,0,0,0,194
126515001,Philadelphia City SD,SD,Philadelphia,7404,Cayuga School,M,0,0,0,0,0,0,0,0,34,31,37,37,31,27,0,0,0,0,0,0,0,0,0,197
126515001,Philadelphia City SD,SD,Philadelphia,3848,Central HS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,347,310,303,0,"1,293"
126515001,Philadelphia City SD,SD,Philadelphia,3848,Central HS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,311,235,243,0,"1,091"
126515001,Philadelphia City SD,SD,Philadelphia,3622,Childs George W Sch,F,0,0,24,0,0,0,0,0,22,42,23,32,24,33,36,0,22,29,0,0,0,0,0,287
126515001,Philadelphia City SD,SD,Philadelphia,3622,Childs George W Sch,M,0,0,15,0,0,0,0,0,33,38,34,39,34,48,18,0,29,21,0,0,0,0,0,309
126515001,Philadelphia City SD,SD,Philadelphia,6767,Clemente Roberto MS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,53,101,0,96,98,0,0,0,0,0,348
126515001,Philadelphia City SD,SD,Philadelphia,6767,Clemente Roberto MS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,37,120,0,101,116,0,0,0,0,0,374
126515001,Philadelphia City SD,SD,Philadelphia,3666,Cleveland Grover Sch,F,0,0,28,0,0,0,0,0,41,39,30,38,24,37,35,0,33,27,0,0,0,0,0,332
126515001,Philadelphia City SD,SD,Philadelphia,3666,Cleveland Grover Sch,M,0,0,10,0,0,0,0,0,33,41,43,32,51,34,29,0,29,30,0,0,0,0,0,332
126515001,Philadelphia City SD,SD,Philadelphia,4733,Clymer George Sch,F,0,0,24,0,0,0,0,0,27,22,17,21,26,21,21,0,19,17,0,0,0,0,0,215
126515001,Philadelphia City SD,SD,Philadelphia,4733,Clymer George Sch,M,0,0,15,0,0,0,0,0,29,25,21,25,22,26,16,0,15,25,0,0,0,0,0,219
126515001,Philadelphia City SD,SD,Philadelphia,3782,Comegys Benjamin B Sch,F,0,0,5,0,0,0,0,0,31,34,49,37,36,27,23,0,0,0,0,0,0,0,0,242
126515001,Philadelphia City SD,SD,Philadelphia,3782,Comegys Benjamin B Sch,M,0,0,8,0,0,0,0,0,30,39,42,43,37,27,42,0,0,0,0,0,0,0,0,268
126515001,Philadelphia City SD,SD,Philadelphia,3760,Comly Watson Sch,F,0,0,0,0,0,0,0,0,38,29,33,49,32,37,0,0,0,0,0,0,0,0,0,218
126515001,Philadelphia City SD,SD,Philadelphia,3760,Comly Watson Sch,M,0,0,0,0,0,0,0,0,44,46,31,34,46,31,0,0,0,0,0,0,0,0,0,232
126515001,Philadelphia City SD,SD,Philadelphia,7781,Communications Technology HS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,49,44,39,0,189
126515001,Philadelphia City SD,SD,Philadelphia,7781,Communications Technology HS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,80,42,32,0,227
126515001,Philadelphia City SD,SD,Philadelphia,7905,Constitution HS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,56,62,60,0,228
126515001,Philadelphia City SD,SD,Philadelphia,7905,Constitution HS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,38,38,33,0,154
126515001,Philadelphia City SD,SD,Philadelphia,6525,Conwell Russell MS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,80,116,0,117,126,0,0,0,0,0,439
126515001,Philadelphia City SD,SD,Philadelphia,6525,Conwell Russell MS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,53,106,0,99,94,0,0,0,0,0,352
126515001,Philadelphia City SD,SD,Philadelphia,5122,Cook-Wissahickon Sch,F,0,0,20,0,0,0,0,0,27,22,32,20,19,23,21,0,17,25,0,0,0,0,0,226
126515001,Philadelphia City SD,SD,Philadelphia,5122,Cook-Wissahickon Sch,M,0,0,18,0,0,0,0,0,24,38,30,16,32,16,19,0,23,23,0,0,0,0,0,239
126515001,Philadelphia City SD,SD,Philadelphia,7239,Cooke Jay MS,F,0,0,0,0,0,0,0,0,23,25,22,22,27,18,34,0,21,26,0,0,0,0,0,218
126515001,Philadelphia City SD,SD,Philadelphia,7239,Cooke Jay MS,M,0,0,0,0,0,0,0,0,21,24,26,23,20,29,25,0,32,40,0,0,0,0,0,240
126515001,Philadelphia City SD,SD,Philadelphia,5123,Cramp William Sch,F,0,0,0,0,0,0,0,0,50,55,52,62,38,42,40,0,0,0,0,0,0,0,0,339
126515001,Philadelphia City SD,SD,Philadelphia,5123,Cramp William Sch,M,0,0,0,0,0,0,0,0,50,62,53,52,51,39,33,0,0,0,0,0,0,0,0,340
126515001,Philadelphia City SD,SD,Philadelphia,6996,Creative and Performing Arts,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,139,120,91,0,481
126515001,Philadelphia City SD,SD,Philadelphia,6996,Creative and Performing Arts,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,50,43,48,0,201
126515001,Philadelphia City SD,SD,Philadelphia,3736,Creighton Thomas Sch,F,0,0,0,0,0,0,0,0,42,46,41,31,39,56,39,0,32,34,0,0,0,0,0,360
126515001,Philadelphia City SD,SD,Philadelphia,3736,Creighton Thomas Sch,M,0,0,0,0,0,0,0,0,46,60,42,43,43,46,42,0,42,42,0,0,0,0,0,406
126515001,Philadelphia City SD,SD,Philadelphia,3762,Crossan Kennedy C Sch,F,0,0,0,0,0,0,0,0,31,33,34,33,26,28,0,0,0,0,0,0,0,0,0,185
126515001,Philadelphia City SD,SD,Philadelphia,3762,Crossan Kennedy C Sch,M,0,0,0,0,0,0,0,0,28,33,39,30,31,26,0,0,0,0,0,0,0,0,0,187
126515001,Philadelphia City SD,SD,Philadelphia,3706,Day Anna B Sch,F,0,0,22,0,0,0,0,0,20,24,25,31,25,27,28,0,22,21,0,0,0,0,0,245
126515001,Philadelphia City SD,SD,Philadelphia,3706,Day Anna B Sch,M,0,0,16,0,0,0,0,0,31,33,28,29,39,31,23,0,37,24,0,0,0,0,0,291
126515001,Philadelphia City SD,SD,Philadelphia,7175,DeBurgos Bilingual Magnet MS,F,0,0,23,0,0,0,0,0,18,22,17,24,27,46,30,0,48,57,0,0,0,0,0,312
126515001,Philadelphia City SD,SD,Philadelphia,7175,DeBurgos Bilingual Magnet MS,M,0,0,16,0,0,0,0,0,15,23,22,21,24,39,52,0,45,44,0,0,0,0,0,301
126515001,Philadelphia City SD,SD,Philadelphia,4727,Decatur Stephen Sch,F,0,0,0,0,0,0,0,0,44,52,58,38,52,54,58,0,30,32,0,0,0,0,0,418
126515001,Philadelphia City SD,SD,Philadelphia,4727,Decatur Stephen Sch,M,0,0,1,0,0,0,0,0,61,65,55,60,62,45,57,0,35,37,0,0,0,0,0,478
126515001,Philadelphia City SD,SD,Philadelphia,3786,Dick William Sch,F,0,0,22,0,0,0,0,0,11,22,13,19,8,16,23,0,14,22,0,0,0,0,0,170
126515001,Philadelphia City SD,SD,Philadelphia,3786,Dick William Sch,M,0,0,17,0,0,0,0,0,21,14,13,15,16,15,15,0,19,20,0,0,0,0,0,165
126515001,Philadelphia City SD,SD,Philadelphia,3763,Disston Hamilton Sch,F,0,0,0,0,0,0,0,0,41,40,47,40,46,42,43,0,48,40,0,0,0,0,0,387
126515001,Philadelphia City SD,SD,Philadelphia,3763,Disston Hamilton Sch,M,0,0,0,0,0,0,0,0,47,45,41,47,34,46,56,0,58,58,0,0,0,0,0,432
126515001,Philadelphia City SD,SD,Philadelphia,3841,Dobbins AVT HS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,122,89,91,0,460
126515001,Philadelphia City SD,SD,Philadelphia,3841,Dobbins AVT HS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,74,61,73,0,334
126515001,Philadelphia City SD,SD,Philadelphia,3726,Dobson James Sch,F,0,0,0,0,0,0,0,0,11,9,22,15,17,16,18,0,6,11,0,0,0,0,0,125
126515001,Philadelphia City SD,SD,Philadelphia,3726,Dobson James Sch,M,0,0,0,0,0,0,0,0,7,12,11,12,14,19,14,0,20,17,0,0,0,0,0,126
126515001,Philadelphia City SD,SD,Philadelphia,3787,Douglas Stephen A Sch,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,31,26,0,123
126515001,Philadelphia City SD,SD,Philadelphia,3787,Douglas Stephen A Sch,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,49,27,29,0,150
126515001,Philadelphia City SD,SD,Philadelphia,3624,Douglass Frederick Sch,F,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
126515001,Philadelphia City SD,SD,Philadelphia,3624,Douglass Frederick Sch,M,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
126515001,Philadelphia City SD,SD,Philadelphia,3604,Drew Charles R Sch,F,0,0,43,0,0,0,0,0,16,6,14,12,12,14,11,0,15,15,0,0,0,0,0,158
126515001,Philadelphia City SD,SD,Philadelphia,3604,Drew Charles R Sch,M,0,0,50,0,0,0,0,0,13,21,15,15,12,14,12,0,11,11,0,0,0,0,0,174
126515001,Philadelphia City SD,SD,Philadelphia,5040,Duckrey Tanner Sch,F,0,0,37,0,0,0,0,0,24,25,25,15,10,21,12,0,22,23,0,0,0,0,0,214
126515001,Philadelphia City SD,SD,Philadelphia,5040,Duckrey Tanner Sch,M,0,0,41,0,0,0,0,0,27,22,18,24,19,19,14,0,17,19,0,0,0,0,0,220
126515001,Philadelphia City SD,SD,Philadelphia,3687,Dunbar Paul L Sch,F,0,0,19,0,0,0,0,0,9,15,10,7,10,7,11,0,8,7,0,0,0,0,0,103
126515001,Philadelphia City SD,SD,Philadelphia,3687,Dunbar Paul L Sch,M,0,0,22,0,0,0,0,0,10,11,11,9,9,9,12,0,10,8,0,0,0,0,0,111
126515001,Philadelphia City SD,SD,Philadelphia,3849,Edison HS/Fareira Skills,F,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,254,163,172,0,837
126515001,Philadelphia City SD,SD,Philadelphia,3849,Edison HS/Fareira Skills,M,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,279,151,173,0,892
126515001,Philadelphia City SD,SD,Philadelphia,3708,Edmonds Franklin S Sch,F,0,0,19,0,0,0,0,0,43,46,46,44,40,30,36,0,0,0,0,0,0,0,0,304
126515001,Philadelphia City SD,SD,Philadelphia,3708,Edmonds Franklin S Sch,M,0,0,15,0,0,0,0,0,53,46,37,48,55,51,43,0,0,0,0,0,0,0,0,348
126515001,Philadelphia City SD,SD,Philadelphia,3737,Edmunds Henry R Sch,F,0,0,0,0,0,0,0,0,52,54,58,38,40,45,46,0,44,52,0,0,0,0,0,429
126515001,Philadelphia City SD,SD,Philadelphia,3737,Edmunds Henry R Sch,M,0,0,0,0,0,0,0,0,45,75,40,61,47,51,68,0,51,54,0,0,0,0,0,492
126515001,Philadelphia City SD,SD,Philadelphia,3688,Elkin Lewis Sch,F,0,0,0,0,0,0,0,0,76,105,70,63,71,0,0,0,0,0,0,0,0,0,0,385
126515001,Philadelphia City SD,SD,Philadelphia,3688,Elkin Lewis Sch,M,0,0,0,0,0,0,0,0,89,110,83,83,79,0,0,0,0,0,0,0,0,0,0,444
126515001,Philadelphia City SD,SD,Philadelphia,3738,Ellwood Sch,F,0,0,0,0,0,0,0,0,33,29,37,21,28,27,24,0,0,0,0,0,0,0,0,199
126515001,Philadelphia City SD,SD,Philadelphia,3738,Ellwood Sch,M,0,0,0,0,0,0,0,0,37,27,37,32,24,27,26,0,0,0,0,0,0,0,0,210
126515001,Philadelphia City SD,SD,Philadelphia,3709,Emlen Eleanor C Sch,F,0,0,21,0,0,0,0,0,30,52,39,40,35,49,30,0,0,0,0,0,0,0,0,296
126515001,Philadelphia City SD,SD,Philadelphia,3709,Emlen Eleanor C Sch,M,0,0,17,0,0,0,0,0,52,45,55,52,45,42,35,0,0,0,0,0,0,0,0,343
126515001,Philadelphia City SD,SD,Philadelphia,5039,Fairhill Sch,F,0,0,27,0,0,0,0,0,26,33,33,24,27,30,32,0,27,27,0,0,0,0,0,286
126515001,Philadelphia City SD,SD,Philadelphia,5039,Fairhill Sch,M,0,0,12,0,0,0,0,0,33,34,41,34,34,32,28,0,26,35,0,0,0,0,0,309
126515001,Philadelphia City SD,SD,Philadelphia,7235,Farrell Louis H Sch,F,0,0,0,0,0,0,0,0,59,61,45,48,47,32,47,0,50,57,0,0,0,0,0,446
126515001,Philadelphia City SD,SD,Philadelphia,7235,Farrell Louis H Sch,M,0,0,0,0,0,0,0,0,48,51,56,47,69,38,50,0,60,61,0,0,0,0,0,480
126515001,Philadelphia City SD,SD,Philadelphia,7226,Fell D Newlin Sch,F,0,0,0,0,0,0,0,0,31,25,18,32,32,24,36,0,29,30,0,0,0,0,0,257
126515001,Philadelphia City SD,SD,Philadelphia,7226,Fell D Newlin Sch,M,0,0,0,0,0,0,0,0,31,21,25,21,26,30,39,0,22,29,0,0,0,0,0,244
126515001,Philadelphia City SD,SD,Philadelphia,3816,Fels Samuel HS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,179,174,148,0,729
126515001,Philadelphia City SD,SD,Philadelphia,3816,Fels Samuel HS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,223,164,156,0,845
126515001,Philadelphia City SD,SD,Philadelphia,3751,Feltonville Intermediate School,F,0,0,0,0,0,0,0,0,0,0,0,104,110,117,0,0,0,0,0,0,0,0,0,331
126515001,Philadelphia City SD,SD,Philadelphia,3751,Feltonville Intermediate School,M,0,0,0,0,0,0,0,0,0,0,0,109,119,116,0,0,0,0,0,0,0,0,0,344
126515001,Philadelphia City SD,SD,Philadelphia,7368,Feltonville Sch of Arts & Sciences,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,114,111,0,0,0,0,0,329
126515001,Philadelphia City SD,SD,Philadelphia,7368,Feltonville Sch of Arts & Sciences,M,0,0,1,0,0,0,0,0,0,0,0,0,0,0,129,0,111,119,0,0,0,0,0,360
126515001,Philadelphia City SD,SD,Philadelphia,3690,Ferguson Joseph C Sch,F,0,0,32,0,0,0,0,0,20,26,26,20,17,20,21,0,14,20,0,0,0,0,0,216
126515001,Philadelphia City SD,SD,Philadelphia,3690,Ferguson Joseph C Sch,M,0,0,29,0,0,0,0,0,19,33,15,16,25,14,10,0,14,19,0,0,0,0,0,194
126515001,Philadelphia City SD,SD,Philadelphia,3739,Finletter Thomas K Sch,F,0,0,22,0,0,0,0,0,42,37,50,46,39,52,49,0,61,44,0,0,0,0,0,442
126515001,Philadelphia City SD,SD,Philadelphia,3739,Finletter Thomas K Sch,M,0,0,21,0,0,0,0,0,44,47,52,53,53,45,43,0,60,52,0,0,0,0,0,470
126515001,Philadelphia City SD,SD,Philadelphia,6913,Fitler Academics Plus,F,0,0,0,0,0,0,0,0,0,19,20,24,19,23,27,0,26,22,0,0,0,0,0,180
126515001,Philadelphia City SD,SD,Philadelphia,6913,Fitler Academics Plus,M,0,0,0,0,0,0,0,0,0,11,12,22,19,23,15,0,20,27,0,0,0,0,0,149
126515001,Philadelphia City SD,SD,Philadelphia,3781,Fitzpatrick Aloysius L Sch,F,0,0,11,0,0,0,0,0,56,55,48,32,41,43,42,0,41,40,0,0,0,0,0,409
126515001,Philadelphia City SD,SD,Philadelphia,3781,Fitzpatrick Aloysius L Sch,M,0,0,9,0,0,0,0,0,56,48,55,47,54,33,39,0,35,40,0,0,0,0,0,416
126515001,Philadelphia City SD,SD,Philadelphia,7240,Fitzsimons Thomas HS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,61,79,85,52,49,0,390
126515001,Philadelphia City SD,SD,Philadelphia,3764,Forrest Edwin Sch,F,0,0,10,0,0,0,0,0,78,84,90,73,84,76,71,0,0,0,0,0,0,0,0,566
126515001,Philadelphia City SD,SD,Philadelphia,3764,Forrest Edwin Sch,M,0,0,10,0,0,0,0,0,77,113,80,80,78,71,76,0,0,0,0,0,0,0,0,585
126515001,Philadelphia City SD,SD,Philadelphia,3765,Fox Chase Sch,F,0,0,16,0,0,0,0,0,52,43,32,24,26,30,0,0,0,0,0,0,0,0,0,223
126515001,Philadelphia City SD,SD,Philadelphia,3765,Fox Chase Sch,M,0,0,24,0,0,0,0,0,41,42,35,29,33,21,0,0,0,0,0,0,0,0,0,225
126515001,Philadelphia City SD,SD,Philadelphia,3803,Frank Anne Sch,F,0,0,27,0,0,0,0,0,68,84,94,75,68,81,0,0,0,0,0,0,0,0,0,497
126515001,Philadelphia City SD,SD,Philadelphia,3803,Frank Anne Sch,M,0,0,30,0,0,0,0,0,81,100,83,71,100,83,0,0,0,0,0,0,0,0,0,548
126515001,Philadelphia City SD,SD,Philadelphia,3850,Frankford HS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,201,203,161,0,814
126515001,Philadelphia City SD,SD,Philadelphia,3850,Frankford HS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,264,245,165,0,"1,006"
126515001,Philadelphia City SD,SD,Philadelphia,3851,Franklin Benjamin HS,F,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,69,62,99,0,329
126515001,Philadelphia City SD,SD,Philadelphia,3851,Franklin Benjamin HS,M,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,86,63,90,0,349
126515001,Philadelphia City SD,SD,Philadelphia,7231,Franklin Benjamin Sch,F,0,0,0,0,0,0,0,0,52,48,73,52,70,51,56,0,69,54,0,0,0,0,0,525
126515001,Philadelphia City SD,SD,Philadelphia,7231,Franklin Benjamin Sch,M,0,0,0,0,0,0,0,0,67,65,63,55,66,53,53,0,63,62,0,0,0,0,0,547
126515001,Philadelphia City SD,SD,Philadelphia,6822,Franklin LC,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,297,379
126515001,Philadelphia City SD,SD,Philadelphia,6822,Franklin LC,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,237,295
126515001,Philadelphia City SD,SD,Philadelphia,3791,Fulton Robert Sch,F,0,0,0,0,0,0,0,0,30,27,19,24,27,21,26,0,0,0,0,0,0,0,0,174
126515001,Philadelphia City SD,SD,Philadelphia,3791,Fulton Robert Sch,M,0,0,0,0,0,0,0,0,17,28,24,36,23,27,34,0,0,0,0,0,0,0,0,189
126515001,Philadelphia City SD,SD,Philadelphia,3818,Furness Horace HS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,79,57,70,0,283
126515001,Philadelphia City SD,SD,Philadelphia,3818,Furness Horace HS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,102,58,60,0,314
126515001,Philadelphia City SD,SD,Philadelphia,7963,G & Hunting Park El Sch,F,0,0,23,0,0,0,0,0,68,68,51,48,48,67,62,0,51,65,0,0,0,0,0,551
126515001,Philadelphia City SD,SD,Philadelphia,7963,G & Hunting Park El Sch,M,0,0,16,0,0,0,0,0,62,71,72,53,55,55,55,0,60,67,0,0,0,0,0,566
126515001,Philadelphia City SD,SD,Philadelphia,7664,Gamp,F,0,0,0,0,0,0,0,0,0,0,0,0,0,32,41,0,41,37,37,33,21,32,0,274
126515001,Philadelphia City SD,SD,Philadelphia,7664,Gamp,M,0,0,0,0,0,0,0,0,0,0,0,0,0,31,24,0,24,25,27,33,28,29,0,221
126515001,Philadelphia City SD,SD,Philadelphia,3852,Germantown HS,F,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,115,96,95,0,452
126515001,Philadelphia City SD,SD,Philadelphia,3852,Germantown HS,M,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,150,96,105,0,511
126515001,Philadelphia City SD,SD,Philadelphia,3625,Gideon Edward Sch,F,0,0,36,0,0,0,0,0,25,26,14,21,27,17,14,0,13,9,0,0,0,0,0,202
126515001,Philadelphia City SD,SD,Philadelphia,3625,Gideon Edward Sch,M,0,0,21,0,0,0,0,0,24,20,16,13,22,18,24,0,13,18,0,0,0,0,0,189
126515001,Philadelphia City SD,SD,Philadelphia,3776,Girard Stephen Sch,F,0,0,0,0,0,0,0,0,59,55,54,55,51,0,0,0,0,0,0,0,0,0,0,274
126515001,Philadelphia City SD,SD,Philadelphia,3776,Girard Stephen Sch,M,0,0,0,0,0,0,0,0,62,66,73,58,57,0,0,0,0,0,0,0,0,0,0,316
126515001,Philadelphia City SD,SD,Philadelphia,3843,Girls HS,F,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,303,228,271,0,"1,105"
126515001,Philadelphia City SD,SD,Philadelphia,3843,Girls HS,M,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
126515001,Philadelphia City SD,SD,Philadelphia,3668,Gompers Samuel Sch,F,0,0,0,0,0,0,0,0,15,28,19,18,23,18,27,0,0,0,0,0,0,0,0,148
126515001,Philadelphia City SD,SD,Philadelphia,3668,Gompers Samuel Sch,M,0,0,0,0,0,0,0,0,20,24,21,24,36,34,16,0,0,0,0,0,0,0,0,175
126515001,Philadelphia City SD,SD,Philadelphia,3853,Gratz Simon HS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,126,142,156,0,521
126515001,Philadelphia City SD,SD,Philadelphia,3853,Gratz Simon HS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,142,184,145,0,589
126515001,Philadelphia City SD,SD,Philadelphia,4726,Greenberg Joseph Sch,F,0,0,7,0,0,0,0,0,40,31,40,38,42,39,42,0,36,34,0,0,0,0,0,349
126515001,Philadelphia City SD,SD,Philadelphia,4726,Greenberg Joseph Sch,M,0,0,8,0,0,0,0,0,32,26,35,36,40,44,40,0,34,39,0,0,0,0,0,334
126515001,Philadelphia City SD,SD,Philadelphia,5186,Greenfield Albert M Sch,F,0,0,0,0,0,0,0,0,27,31,29,30,24,24,24,0,21,30,0,0,0,0,0,240
126515001,Philadelphia City SD,SD,Philadelphia,5186,Greenfield Albert M Sch,M,0,0,0,0,0,0,0,0,39,31,38,21,30,29,28,0,24,19,0,0,0,0,0,259
126515001,Philadelphia City SD,SD,Philadelphia,5120,Hackett Horatio B Sch,F,0,0,0,0,0,0,0,0,30,33,25,30,23,29,15,0,0,0,0,0,0,0,0,185
126515001,Philadelphia City SD,SD,Philadelphia,5120,Hackett Horatio B Sch,M,0,0,0,0,0,0,0,0,41,34,36,18,38,29,24,0,0,0,0,0,0,0,0,220
126515001,Philadelphia City SD,SD,Philadelphia,5185,Hamilton Andrew Sch,F,0,0,0,0,0,0,0,0,30,25,32,34,22,23,45,0,44,51,0,0,0,0,0,306
126515001,Philadelphia City SD,SD,Philadelphia,5185,Hamilton Andrew Sch,M,0,0,0,0,0,0,0,0,31,31,28,27,36,34,37,0,44,38,0,0,0,0,0,306
126515001,Philadelphia City SD,SD,Philadelphia,5041,Hancock John Sch,F,0,0,0,0,0,0,0,0,35,48,45,45,42,31,0,0,0,0,0,0,0,0,0,246
126515001,Philadelphia City SD,SD,Philadelphia,5041,Hancock John Sch,M,0,0,0,0,0,0,0,0,50,45,37,34,41,36,0,0,0,0,0,0,0,0,0,243
126515001,Philadelphia City SD,SD,Philadelphia,7242,Harding Warren G MS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,153,134,0,0,0,0,0,386
126515001,Philadelphia City SD,SD,Philadelphia,7242,Harding Warren G MS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,184,138,0,0,0,0,0,448
126515001,Philadelphia City SD,SD,Philadelphia,6528,Harrington Avery D Sch,F,0,0,0,0,0,0,0,0,32,39,43,33,35,27,20,0,0,0,0,0,0,0,0,229
