AUN,LEA Name,LEA Type,County,School Number,School Name,Student Gender Code,PKA,PKP,PKF,K4A,K4P,K4F,K5A,K5P,K5F,001,002,003,004,005,006,007,008,009,010,011,012,Total
126515001,Philadelphia City SD,SD,Philadelphia,5188,Wright Richard R Sch,F,0,0,21,0,0,0,0,0,24,28,26,36,22,28,0,0,0,0,0,0,0,185
126515001,Philadelphia City SD,SD,Philadelphia,5188,Wright Richard R Sch,M,0,0,18,0,0,0,0,0,30,42,39,37,38,17,0,0,0,0,0,0,0,221
126515001,Philadelphia City SD,SD,Philadelphia,7233,Ziegler William H Sch,F,0,0,0,0,0,0,0,0,31,21,27,25,27,25,27,33,21,0,0,0,0,237
126515001,Philadelphia City SD,SD,Philadelphia,7233,Ziegler William H Sch,M,0,0,0,0,0,0,0,0,32,35,32,33,30,36,27,31,33,0,0,0,0,289
126510009,Philadelphia Electrical & Tech CHS,CS,Philadelphia,7737,Philadelphia Electrical & Tech CHS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,73,58,43,222
126510009,Philadelphia Electrical & Tech CHS,CS,Philadelphia,7737,Philadelphia Electrical & Tech CHS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,86,82,82,353
126512850,Philadelphia Harambee Inst CS,CS,Philadelphia,7511,Philadelphia Harambee Inst CS,F,0,0,0,0,0,0,0,0,38,47,26,24,27,25,21,32,28,0,0,0,0,268
126512850,Philadelphia Harambee Inst CS,CS,Philadelphia,7511,Philadelphia Harambee Inst CS,M,0,0,0,0,0,0,0,0,42,36,23,31,29,29,33,30,24,0,0,0,0,277
126510016,Philadelphia Montessori CS,CS,Philadelphia,7828,Philadelphia Montessori CS,F,0,0,0,0,0,0,0,0,16,12,17,12,13,14,9,0,0,0,0,0,0,93
126510016,Philadelphia Montessori CS,CS,Philadelphia,7828,Philadelphia Montessori CS,M,0,0,0,0,0,0,0,0,10,13,12,11,13,13,13,0,0,0,0,0,0,85
126513400,Philadelphia Performing Arts CS,CS,Philadelphia,7647,Philadelphia Performing Arts CS,F,0,0,0,0,0,0,0,0,83,109,87,84,83,70,80,43,54,148,0,0,0,841
126513400,Philadelphia Performing Arts CS,CS,Philadelphia,7647,Philadelphia Performing Arts CS,M,0,0,0,0,0,0,0,0,60,87,64,56,62,60,25,48,28,86,0,0,0,576
182514568,Planet Abacus CS,CS,Philadelphia,7979,Planet Abacus CS,F,0,0,0,0,0,0,0,0,47,27,40,39,27,30,21,19,23,0,0,0,0,273
182514568,Planet Abacus CS,CS,Philadelphia,7979,Planet Abacus CS,M,0,0,0,0,0,0,0,0,28,44,29,26,27,26,17,12,10,0,0,0,0,219
126512960,Preparatory CS of Mathematics Science,CS,Philadelphia,7540,Preparatory CS of Mathematics Science,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,73,87,63,300
126512960,Preparatory CS of Mathematics Science,CS,Philadelphia,7540,Preparatory CS of Mathematics Science,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,87,63,58,276
126510008,Richard Allen Preparatory CS,CS,Philadelphia,7684,Richard Allen Preparatory CS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,49,53,63,56,37,0,0,0,258
126510008,Richard Allen Preparatory CS,CS,Philadelphia,7684,Richard Allen Preparatory CS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,48,53,52,61,51,0,0,0,265
126510001,Russell Byers CS,CS,Philadelphia,7677,Russell Byers CS,F,0,0,0,0,0,32,0,0,28,38,28,39,40,30,24,0,0,0,0,0,0,259
126510001,Russell Byers CS,CS,Philadelphia,7677,Russell Byers CS,M,0,0,0,0,0,20,0,0,24,39,24,39,34,19,28,0,0,0,0,0,0,227
114514135,Sankofa Freedom Academy Charter School,CS,Philadelphia,8083,Sankofa Freedom Academy Charter School,F,0,0,0,0,0,0,0,0,17,21,23,23,26,29,18,30,28,21,24,27,25,312
114514135,Sankofa Freedom Academy Charter School,CS,Philadelphia,8083,Sankofa Freedom Academy Charter School,M,0,0,0,0,0,0,0,0,26,34,26,31,23,25,35,21,20,27,21,20,24,333
108515107,Southwest Leadership Academy CS,CS,Philadelphia,7960,Southwest Leadership Academy CS,F,0,0,0,0,0,0,0,0,29,27,28,27,27,27,24,29,29,0,0,0,0,247
108515107,Southwest Leadership Academy CS,CS,Philadelphia,7960,Southwest Leadership Academy CS,M,0,0,0,0,0,0,0,0,27,29,27,27,28,26,27,26,25,0,0,0,0,242
192518422,Tacony Academy Charter School,CS,Philadelphia,8126,Tacony Academy Charter School,F,0,0,0,0,0,0,0,0,35,34,37,40,35,30,39,38,38,60,48,58,50,542
192518422,Tacony Academy Charter School,CS,Philadelphia,8126,Tacony Academy Charter School,M,0,0,0,0,0,0,0,0,34,43,40,38,42,48,38,40,35,55,55,41,40,549
126515691,The Philadelphia CS for Arts and Science,CS,Philadelphia,8252,The Philadelphia CS for Arts and Science,F,0,0,0,0,0,0,0,0,48,60,59,54,55,58,41,36,45,0,0,0,0,456
126515691,The Philadelphia CS for Arts and Science,CS,Philadelphia,8252,The Philadelphia CS for Arts and Science,M,0,0,0,0,0,0,0,0,64,62,63,48,67,53,71,53,50,0,0,0,0,531
171510293,Truebright Science Academy CS,CS,Philadelphia,7983,Truebright Science Academy CS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,32,22,23,28,130
171510293,Truebright Science Academy CS,CS,Philadelphia,7983,Truebright Science Academy CS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,30,17,12,18,111
126512674,Universal Alcorn CS,CS,Philadelphia,8287,Universal Alcorn CS,F,0,0,0,0,0,0,0,0,29,31,29,35,31,23,20,25,24,0,0,0,0,247
126512674,Universal Alcorn CS,CS,Philadelphia,8287,Universal Alcorn CS,M,0,0,0,0,0,0,0,0,25,39,43,28,29,28,25,26,20,0,0,0,0,263
126519434,Universal Audenried Charter School,CS,Philadelphia,8195,Universal Audenried Charter School,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,89,91,58,325
126519434,Universal Audenried Charter School,CS,Philadelphia,8195,Universal Audenried Charter School,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,94,87,37,324
168513758,Universal Bluford Charter School,CS,Philadelphia,8145,Universal Bluford Charter School,F,0,0,0,0,0,0,0,0,32,35,35,39,33,33,33,0,0,0,0,0,0,240
168513758,Universal Bluford Charter School,CS,Philadelphia,8145,Universal Bluford Charter School,M,0,0,0,0,0,0,0,0,31,39,30,33,40,40,35,0,0,0,0,0,0,248
126517442,Universal Creighton Charter School,CS,Philadelphia,8251,Universal Creighton Charter School,F,0,0,0,0,0,0,0,0,20,53,41,38,30,42,33,32,44,0,0,0,0,333
126517442,Universal Creighton Charter School,CS,Philadelphia,8251,Universal Creighton Charter School,M,0,0,0,0,0,0,0,0,48,40,34,47,45,46,41,38,30,0,0,0,0,369
103519376,Universal Daroff Charter School,CS,Philadelphia,8146,Universal Daroff Charter School,F,0,0,0,0,0,0,0,0,44,51,37,33,41,32,29,22,32,0,0,0,0,321
103519376,Universal Daroff Charter School,CS,Philadelphia,8146,Universal Daroff Charter School,M,0,0,0,0,0,0,0,0,44,41,44,39,41,34,34,39,26,0,0,0,0,342
126513210,Universal Institute CS,CS,Philadelphia,7580,Universal Institute CS,F,0,0,0,0,0,0,0,0,43,69,34,36,39,24,38,26,29,0,0,0,0,338
126513210,Universal Institute CS,CS,Philadelphia,7580,Universal Institute CS,M,0,0,0,0,0,0,0,0,34,70,34,30,25,35,26,24,28,0,0,0,0,306
126513415,Universal Vare Charter School,CS,Philadelphia,8196,Universal Vare Charter School,F,0,0,0,0,0,0,0,0,0,0,0,0,0,32,58,39,42,0,0,0,0,171
126513415,Universal Vare Charter School,CS,Philadelphia,8196,Universal Vare Charter School,M,0,0,0,0,0,0,0,0,0,0,0,0,0,43,53,51,53,0,0,0,0,200
126513220,Wakisha CS,CS,Philadelphia,7581,Wakisha CS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,41,63,0,0,0,0,149
126513220,Wakisha CS,CS,Philadelphia,7581,Wakisha CS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,72,72,0,0,0,0,170
126513490,Walter D Palmer Leadership Learning Part,CS,Philadelphia,7674,Walter D Palmer Leadership Learning Part,F,0,0,0,0,0,0,0,0,72,73,61,77,73,50,39,35,47,59,41,36,23,686
126513490,Walter D Palmer Leadership Learning Part,CS,Philadelphia,7674,Walter D Palmer Leadership Learning Part,M,0,0,0,0,0,0,0,0,73,52,56,48,46,44,43,45,33,44,23,29,31,567
126513020,West Oak Lane CS,CS,Philadelphia,7548,West Oak Lane CS,F,0,0,0,0,0,0,0,0,63,66,65,60,51,41,43,33,27,0,0,0,0,449
126513020,West Oak Lane CS,CS,Philadelphia,7548,West Oak Lane CS,M,0,0,0,0,0,0,0,0,69,66,66,72,80,65,39,26,27,0,0,0,0,510
126510006,West Phila. Achievement CES,CS,Philadelphia,7722,West Phila. Achievement CES,F,0,0,0,0,0,0,0,0,68,64,56,66,56,37,0,0,0,0,0,0,0,347
126510006,West Phila. Achievement CES,CS,Philadelphia,7722,West Phila. Achievement CES,M,0,0,0,0,0,0,0,0,70,67,59,42,44,35,0,0,0,0,0,0,0,317
126510007,Wissahickon CS,CS,Philadelphia,7724,Wissahickon CS,F,0,0,0,0,0,0,0,0,21,17,20,32,28,21,20,22,27,0,0,0,0,208
126510007,Wissahickon CS,CS,Philadelphia,7724,Wissahickon CS,M,0,0,0,0,0,0,0,0,26,33,31,20,24,30,32,30,23,0,0,0,0,249
126512860,World Communications CS,CS,Philadelphia,7512,World Communications CS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,43,41,75,56,60,48,339
126512860,World Communications CS,CS,Philadelphia,7512,World Communications CS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,40,77,54,41,31,287
126513250,Young Scholars CS,CS,Philadelphia,7584,Young Scholars CS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,54,44,0,0,0,0,145
126513250,Young Scholars CS,CS,Philadelphia,7584,Young Scholars CS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,36,0,0,0,0,106
126518547,Young Scholars Frederick Douglas Charter,CS,Philadelphia,8150,Young Scholars Frederick Douglass Charte,F,0,0,0,0,0,0,0,0,39,42,52,45,42,45,39,33,32,0,0,0,0,369
126518547,Young Scholars Frederick Douglas Charter,CS,Philadelphia,8150,Young Scholars Frederick Douglass Charte,M,0,0,0,0,0,0,0,0,35,52,44,50,39,40,48,38,42,0,0,0,0,388
126514720,Young Scholars Kenderton CS,CS,Philadelphia,8289,Young Scholars Kenderton CS,F,0,0,0,0,0,0,0,0,29,27,30,20,21,28,27,15,15,0,0,0,0,212
126514720,Young Scholars Kenderton CS,CS,Philadelphia,8289,Young Scholars Kenderton CS,M,0,0,0,0,0,0,0,0,31,35,31,36,31,22,26,14,12,0,0,0,0,238
126512870,Youth Build Phila CS,CS,Philadelphia,7513,Youth Build Phila CS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,169
126512870,Youth Build Phila CS,CS,Philadelphia,7513,Youth Build Phila CS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,89

