AUN,LEA Name,LEA Type,County,School Number,School Name,Student Gender Code,PKA,PKP,PKF,K4A,K4P,K4F,K5A,K5P,K5F,001,002,003,004,005,006,007,008,009,010,011,012,Total
126515001,Philadelphia City SD,SD,Philadelphia,5293,McKinley William Sch,M,0,0,18,0,0,0,0,0,26,21,28,31,30,30,23,21,19,0,0,0,0,247
126515001,Philadelphia City SD,SD,Philadelphia,3611,McMichael Morton Sch,F,0,0,35,0,0,0,0,0,22,33,20,19,22,18,24,16,13,0,0,0,0,222
126515001,Philadelphia City SD,SD,Philadelphia,3611,McMichael Morton Sch,M,0,0,26,0,0,0,0,0,24,25,22,29,18,30,21,31,26,0,0,0,0,252
126515001,Philadelphia City SD,SD,Philadelphia,3630,Meade Gen George C Sch,F,0,0,10,0,0,0,0,0,28,28,17,16,22,24,18,16,12,0,0,0,0,191
126515001,Philadelphia City SD,SD,Philadelphia,3630,Meade Gen George C Sch,M,0,0,16,0,0,0,0,0,26,21,19,28,26,27,16,11,19,0,0,0,0,209
126515001,Philadelphia City SD,SD,Philadelphia,6768,Meehan Austin MS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,120,0,0,0,0,245
126515001,Philadelphia City SD,SD,Philadelphia,6768,Meehan Austin MS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,138,166,0,0,0,0,305
126515001,Philadelphia City SD,SD,Philadelphia,3649,Meredith William M Sch,F,0,0,0,0,0,0,0,0,32,28,28,31,32,35,26,30,21,0,0,0,0,263
126515001,Philadelphia City SD,SD,Philadelphia,3649,Meredith William M Sch,M,0,0,0,0,0,0,0,0,28,40,32,31,23,34,25,29,24,0,0,0,0,266
126515001,Philadelphia City SD,SD,Philadelphia,7022,Middle Years Alternative,F,0,0,0,0,0,0,0,0,0,0,0,0,0,22,41,47,67,0,0,0,0,177
126515001,Philadelphia City SD,SD,Philadelphia,7022,Middle Years Alternative,M,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,42,39,0,0,0,0,123
126515001,Philadelphia City SD,SD,Philadelphia,3720,Mifflin Thomas Sch,F,0,0,13,0,0,0,0,0,17,17,19,15,26,12,20,7,18,0,0,0,0,164
126515001,Philadelphia City SD,SD,Philadelphia,3720,Mifflin Thomas Sch,M,0,0,16,0,0,0,0,0,21,21,17,19,15,12,19,8,11,0,0,0,0,159
126515001,Philadelphia City SD,SD,Philadelphia,3798,Mitchell El Sch,F,0,0,8,0,0,0,0,0,57,69,46,48,37,43,26,0,0,0,0,0,0,334
126515001,Philadelphia City SD,SD,Philadelphia,3798,Mitchell El Sch,M,0,0,6,0,0,0,0,0,58,65,40,35,41,51,38,0,0,0,0,0,0,334
126515001,Philadelphia City SD,SD,Philadelphia,3697,Moffet John Sch,F,0,0,0,0,0,0,0,0,35,37,30,38,36,31,0,0,0,0,0,0,0,207
126515001,Philadelphia City SD,SD,Philadelphia,3697,Moffet John Sch,M,0,0,0,0,0,0,0,0,44,43,33,36,37,23,0,0,0,0,0,0,0,216
126515001,Philadelphia City SD,SD,Philadelphia,3770,Moore J Hampton Sch,F,0,0,0,0,0,0,0,0,66,115,85,93,96,103,0,0,0,0,0,0,0,558
126515001,Philadelphia City SD,SD,Philadelphia,3770,Moore J Hampton Sch,M,0,0,0,0,0,0,0,0,90,112,105,85,103,103,0,0,0,0,0,0,0,598
126515001,Philadelphia City SD,SD,Philadelphia,4868,Morris Robert Sch,F,0,0,17,0,0,0,0,0,35,37,43,25,30,25,22,23,19,0,0,0,0,276
126515001,Philadelphia City SD,SD,Philadelphia,4868,Morris Robert Sch,M,0,0,15,0,0,0,0,0,36,42,48,30,37,30,32,20,14,0,0,0,0,304
126515001,Philadelphia City SD,SD,Philadelphia,3749,Morrison Andrew J Sch,F,0,0,0,0,0,0,0,0,34,43,38,38,32,31,31,33,38,0,0,0,0,318
126515001,Philadelphia City SD,SD,Philadelphia,3749,Morrison Andrew J Sch,M,0,0,0,0,0,0,0,0,44,49,41,37,39,44,27,40,36,0,0,0,0,357
126515001,Philadelphia City SD,SD,Philadelphia,6535,Morton Thomas G Sch,F,0,0,0,0,0,0,0,0,75,77,79,68,56,36,0,0,0,0,0,0,0,391
126515001,Philadelphia City SD,SD,Philadelphia,6535,Morton Thomas G Sch,M,0,0,0,0,0,0,0,0,97,69,71,85,71,51,0,0,0,0,0,0,0,444
126515001,Philadelphia City SD,SD,Philadelphia,7815,Motivation HS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,47,39,22,140
126515001,Philadelphia City SD,SD,Philadelphia,7815,Motivation HS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,29,15,21,100
126515001,Philadelphia City SD,SD,Philadelphia,7522,Munoz-Marin Luis,F,0,0,19,0,0,0,0,0,43,42,40,43,31,46,39,50,25,0,0,0,0,378
126515001,Philadelphia City SD,SD,Philadelphia,7522,Munoz-Marin Luis,M,0,0,14,0,0,0,0,0,32,43,45,43,34,43,38,40,32,0,0,0,0,364
126515001,Philadelphia City SD,SD,Philadelphia,3650,Nebinger George W Sch,F,0,0,22,0,0,0,0,0,16,29,12,13,18,25,12,13,13,0,0,0,0,173
126515001,Philadelphia City SD,SD,Philadelphia,3650,Nebinger George W Sch,M,0,0,14,0,0,0,0,0,13,17,16,20,17,16,18,16,25,0,0,0,0,172
126515001,Philadelphia City SD,SD,Philadelphia,3855,Northeast HS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,315,318,288,"1,328"
126515001,Philadelphia City SD,SD,Philadelphia,3855,Northeast HS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,435,351,338,"1,676"
126515001,Philadelphia City SD,SD,Philadelphia,3750,Olney El Sch,F,0,0,0,0,0,0,0,0,50,53,44,50,39,41,40,49,37,0,0,0,0,403
126515001,Philadelphia City SD,SD,Philadelphia,3750,Olney El Sch,M,0,0,0,0,0,0,0,0,57,57,51,45,49,48,52,44,43,0,0,0,0,446
126515001,Philadelphia City SD,SD,Philadelphia,6960,Overbrook Edu Ctr,F,0,0,0,0,0,0,0,0,3,5,6,14,14,13,19,19,24,0,0,0,0,117
126515001,Philadelphia City SD,SD,Philadelphia,6960,Overbrook Edu Ctr,M,0,0,0,0,0,0,0,0,1,8,9,9,18,18,11,12,16,0,0,0,0,102
126515001,Philadelphia City SD,SD,Philadelphia,7472,Overbrook Elementary School,F,0,0,0,0,0,0,0,0,13,15,18,19,21,23,21,0,0,0,0,0,0,130
126515001,Philadelphia City SD,SD,Philadelphia,7472,Overbrook Elementary School,M,0,0,0,0,0,0,0,0,19,21,18,20,17,12,16,0,0,0,0,0,0,123
126515001,Philadelphia City SD,SD,Philadelphia,3857,Overbrook HS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,113,103,99,408
126515001,Philadelphia City SD,SD,Philadelphia,3857,Overbrook HS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,188,137,109,562
126515001,Philadelphia City SD,SD,Philadelphia,6548,Parkway Northwest,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,34,53,47,162
126515001,Philadelphia City SD,SD,Philadelphia,6548,Parkway Northwest,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,23,25,40,123
126515001,Philadelphia City SD,SD,Philadelphia,7808,Parkway West,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,53,55,35,192
126515001,Philadelphia City SD,SD,Philadelphia,7808,Parkway West,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,38,34,29,125
126515001,Philadelphia City SD,SD,Philadelphia,7782,Parkway-Center City,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,71,72,47,321
126515001,Philadelphia City SD,SD,Philadelphia,7782,Parkway-Center City,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,58,38,45,237
126515001,Philadelphia City SD,SD,Philadelphia,3613,Patterson John M Sch,F,0,0,15,0,0,0,0,0,58,63,68,54,58,0,0,0,0,0,0,0,0,316
126515001,Philadelphia City SD,SD,Philadelphia,3613,Patterson John M Sch,M,0,0,17,0,0,0,0,0,81,73,70,51,67,0,0,0,0,0,0,0,0,359
126515001,Philadelphia City SD,SD,Philadelphia,7780,Paul Robeson HS for Human Services,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,49,35,37,156
126515001,Philadelphia City SD,SD,Philadelphia,7780,Paul Robeson HS for Human Services,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,22,30,29,111
126515001,Philadelphia City SD,SD,Philadelphia,3675,Peirce Thomas M Sch,F,0,0,17,0,0,0,0,0,46,43,32,17,32,19,13,0,0,0,0,0,0,219
126515001,Philadelphia City SD,SD,Philadelphia,3675,Peirce Thomas M Sch,M,0,0,14,0,0,0,0,0,43,37,33,25,29,18,4,0,0,0,0,0,0,203
126515001,Philadelphia City SD,SD,Philadelphia,7706,Penn Alexander Sch,F,0,0,0,0,0,0,0,0,36,41,34,32,35,31,25,25,27,0,0,0,0,286
126515001,Philadelphia City SD,SD,Philadelphia,7706,Penn Alexander Sch,M,0,0,0,0,0,0,0,0,38,30,34,37,32,29,21,23,19,0,0,0,0,263
126515001,Philadelphia City SD,SD,Philadelphia,8293,Penn Treaty Sch,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,38,57,30,35,34,18,242
126515001,Philadelphia City SD,SD,Philadelphia,8293,Penn Treaty Sch,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,63,72,67,62,40,21,367
126515001,Philadelphia City SD,SD,Philadelphia,3722,Pennell Joseph Sch,F,0,0,15,0,0,0,0,0,28,38,39,22,23,31,0,0,0,0,0,0,0,196
126515001,Philadelphia City SD,SD,Philadelphia,3722,Pennell Joseph Sch,M,0,0,10,0,0,0,0,0,24,41,27,39,26,33,0,0,0,0,0,0,0,200
126515001,Philadelphia City SD,SD,Philadelphia,6539,Pennypacker Samuel Sch,F,0,0,5,0,0,0,0,0,27,33,28,38,33,32,0,0,0,0,0,0,0,196
126515001,Philadelphia City SD,SD,Philadelphia,6539,Pennypacker Samuel Sch,M,0,0,9,0,0,0,0,0,24,34,26,39,48,44,0,0,0,0,0,0,0,224
126515001,Philadelphia City SD,SD,Philadelphia,3616,Penrose Sch,F,0,0,0,0,0,0,0,0,45,53,34,38,27,38,38,34,38,0,0,0,0,345
126515001,Philadelphia City SD,SD,Philadelphia,3616,Penrose Sch,M,0,0,0,0,0,0,0,0,33,51,32,34,32,28,49,49,46,0,0,0,0,354
126515001,Philadelphia City SD,SD,Philadelphia,9999,Philadelphia City SD,F,0,0,177,0,0,0,0,0,2,6,9,4,8,41,17,15,95,243,417,443,403,"1,880"
126515001,Philadelphia City SD,SD,Philadelphia,9999,Philadelphia City SD,M,0,0,195,0,0,0,0,0,1,8,9,20,44,73,46,74,121,260,406,421,413,"2,091"
126515001,Philadelphia City SD,SD,Philadelphia,7850,Philadelphia Military Acad at Elverson,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,24,22,33,115
126515001,Philadelphia City SD,SD,Philadelphia,7850,Philadelphia Military Acad at Elverson,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,49,38,53,210
126515001,Philadelphia City SD,SD,Philadelphia,3801,Pollock Robert B Sch,F,0,0,0,0,0,0,0,0,61,57,57,64,44,42,48,0,0,0,0,0,0,373
126515001,Philadelphia City SD,SD,Philadelphia,3801,Pollock Robert B Sch,M,0,0,0,0,0,0,0,0,55,56,65,70,73,41,47,0,0,0,0,0,0,407
126515001,Philadelphia City SD,SD,Philadelphia,5121,Potter-Thomas Sch,F,0,0,0,0,0,0,0,0,40,33,37,29,36,32,17,16,23,0,0,0,0,263
126515001,Philadelphia City SD,SD,Philadelphia,5121,Potter-Thomas Sch,M,0,0,0,0,0,0,0,0,32,37,32,42,43,39,27,25,23,0,0,0,0,300
126515001,Philadelphia City SD,SD,Philadelphia,3783,Powel Samuel Sch,F,0,0,0,0,0,0,0,0,26,30,28,26,31,0,0,0,0,0,0,0,0,141
126515001,Philadelphia City SD,SD,Philadelphia,3783,Powel Samuel Sch,M,0,0,0,0,0,0,0,0,30,25,26,29,27,0,0,0,0,0,0,0,0,137
126515001,Philadelphia City SD,SD,Philadelphia,6765,Prince Hall,F,0,0,4,0,0,0,0,0,39,39,44,41,38,37,0,0,0,0,0,0,0,242
126515001,Philadelphia City SD,SD,Philadelphia,6765,Prince Hall,M,0,0,8,0,0,0,0,0,46,51,57,43,44,52,0,0,0,0,0,0,0,301
126515001,Philadelphia City SD,SD,Philadelphia,7813,Randolph A. Philip AVT HS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,64,54,48,216
126515001,Philadelphia City SD,SD,Philadelphia,7813,Randolph A. Philip AVT HS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,90,77,57,321
126515001,Philadelphia City SD,SD,Philadelphia,3771,Rhawnhurst Sch,F,0,0,11,0,0,0,0,0,41,50,52,41,39,50,0,0,0,0,0,0,0,284
126515001,Philadelphia City SD,SD,Philadelphia,3771,Rhawnhurst Sch,M,0,0,7,0,0,0,0,0,49,53,56,56,49,47,0,0,0,0,0,0,0,317
126515001,Philadelphia City SD,SD,Philadelphia,3614,Rhoads James Sch,F,0,0,0,0,0,0,0,0,39,45,34,32,32,24,34,28,20,0,0,0,0,288
126515001,Philadelphia City SD,SD,Philadelphia,3614,Rhoads James Sch,M,0,0,0,0,0,0,0,0,35,40,44,36,37,29,30,32,26,0,0,0,0,309
126515001,Philadelphia City SD,SD,Philadelphia,8292,Rhodes E Washington Sch,F,0,0,0,0,0,0,0,0,28,36,30,28,27,35,45,39,66,0,0,0,0,334
126515001,Philadelphia City SD,SD,Philadelphia,8292,Rhodes E Washington Sch,M,0,0,0,0,0,0,0,0,29,25,31,33,30,25,58,61,69,0,0,0,0,361
126515001,Philadelphia City SD,SD,Philadelphia,3701,Richmond Sch,F,0,0,0,0,0,0,0,0,59,65,57,47,57,38,0,0,0,0,0,0,0,323
126515001,Philadelphia City SD,SD,Philadelphia,3701,Richmond Sch,M,0,0,0,0,0,0,0,0,61,65,59,53,53,43,0,0,0,0,0,0,0,334
126515001,Philadelphia City SD,SD,Philadelphia,8296,Roosevelt Theodore MS,F,0,0,0,0,0,0,0,0,25,33,28,23,13,10,68,65,56,0,0,0,0,321
126515001,Philadelphia City SD,SD,Philadelphia,8296,Roosevelt Theodore MS,M,0,0,0,0,0,0,0,0,28,21,22,16,20,16,85,73,84,0,0,0,0,365
126515001,Philadelphia City SD,SD,Philadelphia,3724,Rowen William Sch,F,0,0,0,0,0,0,0,0,36,53,48,43,33,51,0,0,0,0,0,0,0,264
126515001,Philadelphia City SD,SD,Philadelphia,3724,Rowen William Sch,M,0,0,0,0,0,0,0,0,43,63,42,41,43,38,0,0,0,0,0,0,0,270
126515001,Philadelphia City SD,SD,Philadelphia,3844,Roxborough HS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,47,76,99,284
126515001,Philadelphia City SD,SD,Philadelphia,3844,Roxborough HS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,81,83,98,333
126515001,Philadelphia City SD,SD,Philadelphia,3861,Saul W B Agricultural School,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,94,80,69,371
126515001,Philadelphia City SD,SD,Philadelphia,3861,Saul W B Agricultural School,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,53,31,45,205
126515001,Philadelphia City SD,SD,Philadelphia,7245,Sayre William L MS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66,52,60,57,236
126515001,Philadelphia City SD,SD,Philadelphia,7245,Sayre William L MS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,63,68,48,276
126515001,Philadelphia City SD,SD,Philadelphia,7903,School of the Future,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,71,88,70,338
126515001,Philadelphia City SD,SD,Philadelphia,7903,School of the Future,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,76,92,88,360
126515001,Philadelphia City SD,SD,Philadelphia,7906,Science Leadership Academy,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,68,71,66,328
126515001,Philadelphia City SD,SD,Philadelphia,7906,Science Leadership Academy,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,56,52,54,273
126515001,Philadelphia City SD,SD,Philadelphia,3653,Sharswood George Sch,F,0,0,20,0,0,0,0,0,22,20,24,24,27,30,23,30,27,0,0,0,0,247
126515001,Philadelphia City SD,SD,Philadelphia,3653,Sharswood George Sch,M,0,0,18,0,0,0,0,0,28,25,34,32,29,35,33,29,32,0,0,0,0,295
126515001,Philadelphia City SD,SD,Philadelphia,3725,Shawmont Sch,F,0,0,7,0,0,0,0,0,25,26,27,38,24,30,33,35,29,0,0,0,0,274
126515001,Philadelphia City SD,SD,Philadelphia,3725,Shawmont Sch,M,0,0,13,0,0,0,0,0,34,28,35,39,32,33,30,33,29,0,0,0,0,306
126515001,Philadelphia City SD,SD,Philadelphia,3702,Sheppard Isaac Sch,F,0,0,0,0,0,0,0,0,29,29,25,18,22,0,0,0,0,0,0,0,0,123
126515001,Philadelphia City SD,SD,Philadelphia,3702,Sheppard Isaac Sch,M,0,0,0,0,0,0,0,0,30,30,26,31,22,0,0,0,0,0,0,0,0,139
126515001,Philadelphia City SD,SD,Philadelphia,3800,Sheridan Sch,F,0,0,0,0,0,0,0,0,65,91,71,58,54,0,0,0,0,0,0,0,0,339
126515001,Philadelphia City SD,SD,Philadelphia,3800,Sheridan Sch,M,0,0,0,0,0,0,0,0,83,92,76,64,66,0,0,0,0,0,0,0,0,381
126515001,Philadelphia City SD,SD,Philadelphia,3773,Solis-Cohen Solomon Sch,F,0,0,7,0,0,0,0,0,83,107,90,103,91,90,70,0,0,0,0,0,0,641
126515001,Philadelphia City SD,SD,Philadelphia,3773,Solis-Cohen Solomon Sch,M,0,0,8,0,0,0,0,0,85,115,99,106,93,87,92,0,0,0,0,0,0,685
126515001,Philadelphia City SD,SD,Philadelphia,3859,South Philadelphia HS,F,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,102,85,123,426
126515001,Philadelphia City SD,SD,Philadelphia,3859,South Philadelphia HS,M,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,160,153,170,630
126515001,Philadelphia City SD,SD,Philadelphia,3654,Southwark Sch,F,0,0,10,0,0,0,0,0,34,39,28,32,23,24,23,33,39,0,0,0,0,285
126515001,Philadelphia City SD,SD,Philadelphia,3654,Southwark Sch,M,0,0,13,0,0,0,0,0,41,36,29,34,22,28,24,33,33,0,0,0,0,293
126515001,Philadelphia City SD,SD,Philadelphia,3655,Spring Garden Sch,F,0,0,0,0,0,0,0,0,16,11,14,13,13,27,19,18,13,0,0,0,0,144
126515001,Philadelphia City SD,SD,Philadelphia,3655,Spring Garden Sch,M,0,0,0,0,0,0,0,0,10,17,13,15,19,16,22,14,4,0,0,0,0,130
126515001,Philadelphia City SD,SD,Philadelphia,7234,Spruance Gilbert Sch,F,0,0,9,0,0,0,0,0,77,78,85,71,59,80,70,62,57,0,0,0,0,648
126515001,Philadelphia City SD,SD,Philadelphia,7234,Spruance Gilbert Sch,M,0,0,5,0,0,0,0,0,81,80,89,76,65,70,71,73,71,0,0,0,0,681
126515001,Philadelphia City SD,SD,Philadelphia,3635,Stanton Edwin M Sch,F,0,0,9,0,0,0,0,0,20,22,16,24,20,12,15,10,13,0,0,0,0,161
126515001,Philadelphia City SD,SD,Philadelphia,3635,Stanton Edwin M Sch,M,0,0,8,0,0,0,0,0,29,17,16,21,18,16,12,11,14,0,0,0,0,162
126515001,Philadelphia City SD,SD,Philadelphia,4963,Stearne Allen M Sch,F,0,0,0,0,0,0,0,0,34,32,39,25,27,20,19,23,0,0,0,0,0,219
126515001,Philadelphia City SD,SD,Philadelphia,4963,Stearne Allen M Sch,M,0,0,0,0,0,0,0,0,25,33,38,37,28,33,33,17,0,0,0,0,0,244
126515001,Philadelphia City SD,SD,Philadelphia,3727,Steel Edward Sch,F,0,0,15,0,0,0,0,0,31,42,31,38,30,19,27,13,15,0,0,0,0,261
126515001,Philadelphia City SD,SD,Philadelphia,3727,Steel Edward Sch,M,0,0,11,0,0,0,0,0,36,38,24,37,25,48,24,20,20,0,0,0,0,283
126515001,Philadelphia City SD,SD,Philadelphia,7255,Strawberry Mansion HS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,36,33,50,193
126515001,Philadelphia City SD,SD,Philadelphia,7255,Strawberry Mansion HS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,62,59,45,246
126515001,Philadelphia City SD,SD,Philadelphia,3753,Sullivan James J Sch,F,0,0,0,0,0,0,0,0,56,66,49,56,59,47,0,0,0,0,0,0,0,333
126515001,Philadelphia City SD,SD,Philadelphia,3753,Sullivan James J Sch,M,0,0,0,0,0,0,0,0,65,75,72,60,55,53,0,0,0,0,0,0,0,380
126515001,Philadelphia City SD,SD,Philadelphia,7072,Swenson Arts & Technology HS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,56,68,53,239
126515001,Philadelphia City SD,SD,Philadelphia,7072,Swenson Arts & Technology HS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,108,101,112,440
126515001,Philadelphia City SD,SD,Philadelphia,3657,Taggart John H Sch,F,0,0,15,0,0,0,0,0,19,21,28,25,21,24,26,22,28,0,0,0,0,229
126515001,Philadelphia City SD,SD,Philadelphia,3657,Taggart John H Sch,M,0,0,17,0,0,0,0,0,34,37,32,30,22,29,35,12,26,0,0,0,0,274
126515001,Philadelphia City SD,SD,Philadelphia,3755,Taylor Bayard Sch,F,0,0,0,0,0,0,0,0,43,48,39,47,37,38,0,0,0,0,0,0,0,252
126515001,Philadelphia City SD,SD,Philadelphia,3755,Taylor Bayard Sch,M,0,0,0,0,0,0,0,0,51,46,44,42,44,48,0,0,0,0,0,0,0,275
126515001,Philadelphia City SD,SD,Philadelphia,8298,The SD of Philadelphia Virtual Academy,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,10,17,17,17,14,90
126515001,Philadelphia City SD,SD,Philadelphia,8298,The SD of Philadelphia Virtual Academy,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,7,10,15,14,12,67
126515001,Philadelphia City SD,SD,Philadelphia,8299,The Workshop School,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30
126515001,Philadelphia City SD,SD,Philadelphia,8299,The Workshop School,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,14,8,61
126515001,Philadelphia City SD,SD,Philadelphia,8297,Tilden William T MS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,34,87,87,108,0,0,0,0,316
126515001,Philadelphia City SD,SD,Philadelphia,8297,Tilden William T MS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,36,88,107,130,0,0,0,0,361
126515001,Philadelphia City SD,SD,Philadelphia,8294,Vare-Washington El Sch,F,0,0,22,0,0,0,0,0,18,25,17,18,18,20,17,16,16,0,0,0,0,187
126515001,Philadelphia City SD,SD,Philadelphia,8294,Vare-Washington El Sch,M,0,0,11,0,0,0,0,0,23,27,30,31,17,26,23,18,10,0,0,0,0,216
126515001,Philadelphia City SD,SD,Philadelphia,3835,Wagner Gen Louis MS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,79,83,0,0,0,0,252
126515001,Philadelphia City SD,SD,Philadelphia,3835,Wagner Gen Louis MS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,103,117,0,0,0,0,325
126515001,Philadelphia City SD,SD,Philadelphia,7225,Waring Laura W Sch,F,0,0,11,0,0,0,0,0,25,17,20,17,19,17,18,14,15,0,0,0,0,173
126515001,Philadelphia City SD,SD,Philadelphia,7225,Waring Laura W Sch,M,0,0,12,0,0,0,0,0,27,32,18,24,16,9,9,15,19,0,0,0,0,181
126515001,Philadelphia City SD,SD,Philadelphia,6527,Washington George HS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,174,217,175,735
126515001,Philadelphia City SD,SD,Philadelphia,6527,Washington George HS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,255,233,233,948
126515001,Philadelphia City SD,SD,Philadelphia,7663,Washington Grover Jr Sch,F,0,0,0,0,0,0,0,0,0,0,0,0,0,49,75,57,91,0,0,0,0,272
126515001,Philadelphia City SD,SD,Philadelphia,7663,Washington Grover Jr Sch,M,0,0,0,0,0,0,0,0,0,0,0,0,0,75,87,82,75,0,0,0,0,319
126515001,Philadelphia City SD,SD,Philadelphia,3615,Washington Martha Sch,F,0,0,0,0,0,0,0,0,11,18,17,19,26,22,17,21,21,0,0,0,0,172
126515001,Philadelphia City SD,SD,Philadelphia,3615,Washington Martha Sch,M,0,0,0,0,0,0,0,0,21,29,25,25,29,39,35,35,24,0,0,0,0,262
126515001,Philadelphia City SD,SD,Philadelphia,5124,Webster Sch,F,0,0,12,0,0,0,0,0,85,79,69,74,60,73,0,0,0,0,0,0,0,452
126515001,Philadelphia City SD,SD,Philadelphia,5124,Webster Sch,M,0,0,19,0,0,0,0,0,66,78,79,56,87,93,0,0,0,0,0,0,0,478
126515001,Philadelphia City SD,SD,Philadelphia,3703,Welsh John Sch,F,0,0,0,0,0,0,0,0,33,39,34,30,32,26,31,36,16,0,0,0,0,277
126515001,Philadelphia City SD,SD,Philadelphia,3703,Welsh John Sch,M,0,0,0,0,0,0,0,0,30,38,29,31,28,34,21,19,17,0,0,0,0,247
126515001,Philadelphia City SD,SD,Philadelphia,3860,West Philadelphia HS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,74,72,86,311
126515001,Philadelphia City SD,SD,Philadelphia,3860,West Philadelphia HS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,98,94,48,350
126515001,Philadelphia City SD,SD,Philadelphia,3728,Widener Memorial Sch,F,0,0,0,0,0,0,0,0,4,5,3,4,4,2,2,3,10,5,3,9,18,72
126515001,Philadelphia City SD,SD,Philadelphia,3728,Widener Memorial Sch,M,0,0,0,0,0,0,0,0,2,3,6,3,10,7,6,9,4,9,10,8,16,93
126515001,Philadelphia City SD,SD,Philadelphia,6544,Willard Frances E Sch,F,0,0,0,0,0,0,0,0,81,106,75,79,82,0,0,0,0,0,0,0,0,423
126515001,Philadelphia City SD,SD,Philadelphia,6544,Willard Frances E Sch,M,0,0,0,0,0,0,0,0,83,88,67,96,72,0,0,0,0,0,0,0,0,406
126515001,Philadelphia City SD,SD,Philadelphia,7253,Wilson Woodrow MS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,200,217,0,0,0,0,569
126515001,Philadelphia City SD,SD,Philadelphia,7253,Wilson Woodrow MS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,238,213,0,0,0,0,597
126515001,Philadelphia City SD,SD,Philadelphia,3731,Wister John Sch,F,0,0,24,0,0,0,0,0,29,39,38,31,36,21,0,0,0,0,0,0,0,218
126515001,Philadelphia City SD,SD,Philadelphia,3731,Wister John Sch,M,0,0,24,0,0,0,0,0,45,44,28,37,31,23,0,0,0,0,0,0,0,232
