AUN,LEA Name,LEA Type,County,School Number,School Name,Student Gender Code,PKA,PKP,PKF,K4A,K4P,K4F,K5A,K5P,K5F,001,002,003,004,005,006,EUG,007,008,009,010,011,012,SUG,Total
126513190,Charter High School for Architecture and,CS,Philadelphia,7578,Charter High School for Architecture and,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,82,74,69,0,299
126513160,Christopher Columbus CS,CS,Philadelphia,7575,Christopher Columbus CS,F,0,0,0,0,0,0,0,0,42,46,39,44,49,47,47,0,49,37,0,0,0,0,0,400
126513160,Christopher Columbus CS,CS,Philadelphia,7575,Christopher Columbus CS,M,0,0,0,0,0,0,0,0,49,47,44,47,37,41,38,0,37,41,0,0,0,0,0,381
126512840,Community Academy of Philadelphia CS,CS,Philadelphia,7510,Community Academy of Philadelphia CS,F,0,0,0,0,0,0,0,0,48,3,33,25,36,37,29,0,55,51,75,82,88,83,0,645
126512840,Community Academy of Philadelphia CS,CS,Philadelphia,7510,Community Academy of Philadelphia CS,M,0,0,0,0,0,0,0,0,63,5,28,37,30,26,39,0,41,44,66,69,63,56,0,567
126513470,Delaware Valley CHS,CS,Philadelphia,7671,Delaware Valley CHS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,59,87,105,0,348
126513470,Delaware Valley CHS,CS,Philadelphia,7671,Delaware Valley CHS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,72,69,76,0,311
126510011,Discovery Charter School,CS,Philadelphia,7775,Discovery Charter School,F,0,0,0,0,0,0,0,0,41,35,33,40,38,34,46,0,41,36,0,0,0,0,0,344
126510011,Discovery Charter School,CS,Philadelphia,7775,Discovery Charter School,M,0,0,0,0,0,0,0,0,32,37,41,32,37,38,28,0,29,36,0,0,0,0,0,310
177518712,Eastern University Academy Charter Schoo,CS,Philadelphia,8127,Eastern University Academy Charter Schoo,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,32,38,29,0,0,166
177518712,Eastern University Academy Charter Schoo,CS,Philadelphia,8127,Eastern University Academy Charter Schoo,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,38,26,22,28,0,0,139
126513440,Esperanza Academy Charter High School,CS,Philadelphia,7665,Esperanza Academy Charter High School,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,106,102,107,0,421
126513440,Esperanza Academy Charter High School,CS,Philadelphia,7665,Esperanza Academy Charter High School,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,86,69,79,0,329
126513100,Eugenio Maria De Hostos CS,CS,Philadelphia,7564,Eugenio Maria DE Hostos CS,F,0,0,0,0,0,0,0,0,54,46,24,23,15,26,22,0,13,23,0,0,0,0,0,246
126513100,Eugenio Maria De Hostos CS,CS,Philadelphia,7564,Eugenio Maria DE Hostos CS,M,0,0,0,0,0,0,0,0,55,41,17,16,23,12,22,0,11,16,0,0,0,0,0,213
100510000,First Phila CS For Literacy,CS,Philadelphia,7744,First Phila CS For Literacy,F,0,0,0,0,0,0,0,0,40,42,38,35,44,56,51,0,62,46,0,0,0,0,0,414
100510000,First Phila CS For Literacy,CS,Philadelphia,7744,First Phila CS For Literacy,M,0,0,0,0,0,0,0,0,30,36,39,42,32,23,44,0,40,34,0,0,0,0,0,320
126510021,Folk Arts-Cultural Treasures CS,CS,Philadelphia,7857,Folk Arts-Cultural Treasures CS,F,0,0,0,0,0,0,0,0,29,29,26,25,26,31,20,0,23,24,0,0,0,0,0,233
126510021,Folk Arts-Cultural Treasures CS,CS,Philadelphia,7857,Folk Arts-Cultural Treasures CS,M,0,0,0,0,0,0,0,0,20,21,25,25,24,18,30,0,27,26,0,0,0,0,0,216
126513450,Franklin Towne CHS,CS,Philadelphia,7666,Franklin Towne CHS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,131,138,140,0,558
126513450,Franklin Towne CHS,CS,Philadelphia,7666,Franklin Towne CHS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,108,96,75,0,375
147513703,Franklin Towne Charter Elementary School,CS,Philadelphia,8123,Franklin Towne Charter Elementary School,F,0,0,0,0,0,0,0,0,34,21,30,29,45,51,42,0,43,0,0,0,0,0,0,295
147513703,Franklin Towne Charter Elementary School,CS,Philadelphia,8123,Franklin Towne Charter Elementary School,M,0,0,0,0,0,0,0,0,41,29,21,19,36,48,39,0,39,0,0,0,0,0,0,272
126513270,Freire CS,CS,Philadelphia,7586,Freire CS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,89,76,43,0,299
126513270,Freire CS,CS,Philadelphia,7586,Freire CS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,49,32,0,209
126517648,Frontier Virtual Charter High School,CS,Philadelphia,8159,Frontier Virtual Charter High School,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,5,4,0,23
126517648,Frontier Virtual Charter High School,CS,Philadelphia,8159,Frontier Virtual Charter High School,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,7,5,0,24
126513380,Global Leadership Academy CS,CS,Philadelphia,7639,Global Leadership Academy CS,F,0,0,0,0,0,0,0,0,34,39,55,34,43,41,44,0,45,24,0,0,0,0,0,359
126513380,Global Leadership Academy CS,CS,Philadelphia,7639,Global Leadership Academy CS,M,0,0,0,0,0,0,0,0,36,30,26,37,35,37,34,0,21,19,0,0,0,0,0,275
126510005,Green Woods CS,CS,Philadelphia,7748,Green Woods CS,F,0,0,0,0,0,0,0,0,10,10,14,11,9,14,11,0,13,8,0,0,0,0,0,100
126510005,Green Woods CS,CS,Philadelphia,7748,Green Woods CS,M,0,0,0,0,0,0,0,0,17,16,12,15,17,10,16,0,12,14,0,0,0,0,0,129
126513290,Hardy Williams Academy CS,CS,Philadelphia,7588,Hardy Williams Academy CS,F,0,0,0,0,0,0,0,0,39,41,48,72,49,54,46,0,44,43,0,0,0,0,0,436
126513290,Hardy Williams Academy CS,CS,Philadelphia,7588,Hardy Williams Academy CS,M,0,0,0,0,0,0,0,0,31,58,45,66,39,47,32,0,32,38,0,0,0,0,0,388
126510003,Hope CS,CS,Philadelphia,7723,Hope CS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,43,59,56,0,193
126510003,Hope CS,CS,Philadelphia,7723,Hope CS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,43,57,62,0,204
126513200,Imani Education Circle CS,CS,Philadelphia,7579,Imani Educationl Circle CS,F,0,0,0,0,0,0,0,0,29,20,24,37,24,35,30,0,20,32,0,0,0,0,0,251
126513200,Imani Education Circle CS,CS,Philadelphia,7579,Imani Educationl Circle CS,M,0,0,0,0,0,0,0,0,19,28,23,17,14,34,31,0,19,23,0,0,0,0,0,208
126512980,Imhotep Institute CHS,CS,Philadelphia,7542,Imhotep Institute CHS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,74,48,70,0,267
126512980,Imhotep Institute CHS,CS,Philadelphia,7542,Imhotep Institute CHS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,96,71,57,0,315
126513510,Independence CS,CS,Philadelphia,7683,Independence CS,F,0,0,0,0,0,0,0,0,39,45,51,45,48,41,38,0,53,33,0,0,0,0,0,393
126513510,Independence CS,CS,Philadelphia,7683,Independence CS,M,0,0,0,0,0,0,0,0,49,48,45,49,46,51,45,0,32,30,0,0,0,0,0,395
133513315,John B. Stetson Charter School,CS,Philadelphia,8149,John B. Stetson Charter School,F,0,0,0,0,0,0,0,0,0,0,0,0,0,55,80,0,96,78,0,0,0,0,0,309
133513315,John B. Stetson Charter School,CS,Philadelphia,8149,John B. Stetson Charter School,M,0,0,0,0,0,0,0,0,0,0,0,0,0,79,93,0,116,99,0,0,0,0,0,387
126510013,KIPP Philadelphia Charter School,CS,Philadelphia,7776,KIPP Philadelphia Charter School,F,0,0,0,0,0,0,0,0,35,38,0,0,0,47,53,0,44,29,45,49,3,0,0,343
126510013,KIPP Philadelphia Charter School,CS,Philadelphia,7776,KIPP Philadelphia Charter School,M,0,0,0,0,0,0,0,0,40,37,0,0,0,44,43,0,45,38,52,39,1,0,0,339
172510793,KIPP West Philadelphia Preparatory Chart,CS,Philadelphia,8124,KIPP West Philadelphia Preparatory Chart,F,0,0,0,0,0,0,0,0,0,0,0,0,0,45,44,0,35,0,0,0,0,0,0,124
172510793,KIPP West Philadelphia Preparatory Chart,CS,Philadelphia,8124,KIPP West Philadelphia Preparatory Chart,M,0,0,0,0,0,0,0,0,0,0,0,0,0,48,46,0,46,0,0,0,0,0,0,140
126510017,Khepera CS,CS,Philadelphia,7826,Khepera CS,F,0,0,0,0,0,0,0,0,22,24,31,29,22,27,32,0,33,23,0,0,0,0,0,243
126510017,Khepera CS,CS,Philadelphia,7826,Khepera CS,M,0,0,0,0,0,0,0,0,22,28,23,23,30,25,18,0,17,19,0,0,0,0,0,205
126513110,Laboratory CS,CS,Philadelphia,7565,Laboratory CS,F,0,0,0,0,0,0,0,0,39,26,24,24,35,27,27,0,20,28,0,0,0,0,0,250
126513110,Laboratory CS,CS,Philadelphia,7565,Laboratory CS,M,0,0,0,0,0,0,0,0,33,21,28,17,24,14,21,0,16,15,0,0,0,0,0,189
126513150,MAST Community Charter School,CS,Philadelphia,7574,MAST Community Charter School,F,0,0,0,0,0,0,0,0,43,41,40,43,43,49,54,0,57,53,53,50,46,60,0,632
126513150,MAST Community Charter School,CS,Philadelphia,7574,MAST Community Charter School,M,0,0,0,0,0,0,0,0,35,40,41,37,35,61,53,0,48,59,55,55,59,37,0,615
126513480,Mariana Bracetti Academy CS,CS,Philadelphia,7672,Mariana Bracetti Academy CS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,102,101,95,88,67,54,0,583
126513480,Mariana Bracetti Academy CS,CS,Philadelphia,7672,Mariana Bracetti Academy CS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,94,85,94,82,78,49,0,532
126510014,Maritime Academy Charter School,CS,Philadelphia,7777,Maritime Academy CS,F,0,0,0,0,0,0,0,0,0,0,0,0,22,26,53,0,89,79,56,34,30,28,0,417
126510014,Maritime Academy Charter School,CS,Philadelphia,7777,Maritime Academy CS,M,0,0,0,0,0,0,0,0,0,0,0,0,14,23,41,0,53,68,46,45,34,37,0,361
126511748,Mastery CS-Clymer Elementary,CS,Philadelphia,8208,Mastery CS-Clymer Elementary,F,0,0,0,0,0,0,0,0,26,29,22,22,20,30,25,0,20,22,0,0,0,0,0,216
126511748,Mastery CS-Clymer Elementary,CS,Philadelphia,8208,Mastery CS-Clymer Elementary,M,0,0,0,0,0,0,0,0,31,28,24,33,22,19,26,0,22,22,0,0,0,0,0,227
126513734,Mastery CS-Gratz Campus,CS,Philadelphia,8207,Mastery CS-Gratz Campus,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,129,124,137,0,565
126513734,Mastery CS-Gratz Campus,CS,Philadelphia,8207,Mastery CS-Gratz Campus,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,105,126,153,0,562
126516457,Mastery CS-Harrity Campus,CS,Philadelphia,8153,Mastery CS-Harrity Campus,F,0,0,0,0,0,0,0,0,41,52,48,58,30,47,39,0,45,34,0,0,0,0,0,394
126516457,Mastery CS-Harrity Campus,CS,Philadelphia,8153,Mastery CS-Harrity Campus,M,0,0,0,0,0,0,0,0,48,57,63,45,52,63,44,0,39,37,0,0,0,0,0,448
126519433,Mastery CS-Mann Campus,CS,Philadelphia,8152,Mastery Charter School Mann Campus,F,0,0,0,0,0,0,0,0,34,40,31,36,30,30,27,0,0,0,0,0,0,0,0,228
126519433,Mastery CS-Mann Campus,CS,Philadelphia,8152,Mastery Charter School Mann Campus,M,0,0,0,0,0,0,0,0,42,37,49,36,44,33,41,0,0,0,0,0,0,0,0,282
151514721,Mastery CS-Pickett Campus,CS,Philadelphia,7961,Mastery CS-Pickett Campus,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,48,79,66,45,43,0,350
151514721,Mastery CS-Pickett Campus,CS,Philadelphia,7961,Mastery CS-Pickett Campus,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,86,62,60,57,38,0,371
126510022,Mastery CS-Shoemaker Campus,CS,Philadelphia,7909,Mastery CS -Shoemaker Campus,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,61,61,68,66,64,0,385
126510022,Mastery CS-Shoemaker Campus,CS,Philadelphia,7909,Mastery CS -Shoemaker Campus,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,65,41,57,56,36,0,318
126517286,Mastery CS-Smedley Campus,CS,Philadelphia,8151,Mastery CS-Smedley Campus,F,0,0,0,0,0,0,0,0,44,54,42,52,45,42,35,0,0,0,0,0,0,0,0,314
126517286,Mastery CS-Smedley Campus,CS,Philadelphia,8151,Mastery CS-Smedley Campus,M,0,0,0,0,0,0,0,0,66,56,59,53,53,52,51,0,0,0,0,0,0,0,0,390
126510023,Mastery CS-Thomas Campus,CS,Philadelphia,7910,Mastery CS - Thomas Campus,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,59,64,36,36,49,0,300
126510023,Mastery CS-Thomas Campus,CS,Philadelphia,7910,Mastery CS - Thomas Campus,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,57,51,55,41,40,0,303
126510002,Mastery Charter High School,CS,Philadelphia,7678,Mastery Charter High School,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,58,40,44,53,44,0,290
126510002,Mastery Charter High School,CS,Philadelphia,7678,Mastery Charter High School,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,45,43,41,30,33,0,245
126513230,Math Civics and Sciences CS,CS,Philadelphia,7582,Math Civics and Sciences CS,F,0,0,0,0,0,0,0,0,0,39,44,49,49,43,41,0,46,46,38,41,35,30,0,501
126513230,Math Civics and Sciences CS,CS,Philadelphia,7582,Math Civics and Sciences CS,M,0,0,0,0,0,0,0,0,0,38,35,31,33,38,39,0,26,32,33,38,35,27,0,405
126513000,Multi-Cultural Academy CS,CS,Philadelphia,7546,Multi-Cultural Academy CS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,40,44,23,0,160
126513000,Multi-Cultural Academy CS,CS,Philadelphia,7546,Multi-Cultural Academy CS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,16,21,12,0,87
126513420,New Foundations CS,CS,Philadelphia,7649,New Foundations CS,F,0,0,0,0,0,0,0,0,24,37,43,42,43,36,44,0,41,39,57,56,0,0,0,462
126513420,New Foundations CS,CS,Philadelphia,7649,New Foundations CS,M,0,0,0,0,0,0,0,0,42,41,30,35,34,42,34,0,35,37,68,55,0,0,0,453
126510018,New Media Technology CS,CS,Philadelphia,7829,New Media Technology CS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,22,27,53,36,38,38,0,228
126510018,New Media Technology CS,CS,Philadelphia,7829,New Media Technology CS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,24,16,53,43,32,33,0,219
126510019,Northwood Academy CS,CS,Philadelphia,7856,Northwood Academy CS,F,0,0,0,0,0,0,0,0,43,49,36,49,52,52,43,0,44,32,0,0,0,0,0,400
126510019,Northwood Academy CS,CS,Philadelphia,7856,Northwood Academy CS,M,0,0,0,0,0,0,0,0,44,42,51,39,37,42,41,0,35,40,0,0,0,0,0,371
126513452,Olney Charter High School,CS,Philadelphia,8205,Olney Charter High School,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,168,166,155,0,708
126513452,Olney Charter High School,CS,Philadelphia,8205,Olney Charter High School,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,233,166,159,0,841
173515368,Pan American Academy CS,CS,Philadelphia,7985,Pan American Academy CS,F,0,0,0,0,0,0,0,0,56,30,46,38,26,29,25,0,23,0,0,0,0,0,0,273
173515368,Pan American Academy CS,CS,Philadelphia,7985,Pan American Academy CS,M,0,0,0,0,0,0,0,0,48,25,33,27,26,24,22,0,22,0,0,0,0,0,0,227
126510004,People for People CS,CS,Philadelphia,7685,People for People CS,F,0,0,0,0,0,0,0,0,47,40,30,31,34,30,22,0,29,24,0,0,0,0,0,287
126510004,People for People CS,CS,Philadelphia,7685,People for People CS,M,0,0,0,0,0,0,0,0,47,28,27,26,26,22,21,0,21,17,0,0,0,0,0,235
126513280,Philadelphia Academy CS,CS,Philadelphia,7587,Philadelphia Academy CS,F,0,0,0,0,0,0,0,0,36,29,45,33,33,32,41,0,42,32,63,54,56,59,0,555
126513280,Philadelphia Academy CS,CS,Philadelphia,7587,Philadelphia Academy CS,M,0,0,0,0,0,0,0,0,33,37,24,36,36,48,53,0,50,57,64,64,64,67,0,633
126515001,Philadelphia City SD,SD,Philadelphia,7904,Academy at Palumbo,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,112,74,68,0,390
126515001,Philadelphia City SD,SD,Philadelphia,7904,Academy at Palumbo,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,67,54,50,0,252
126515001,Philadelphia City SD,SD,Philadelphia,7256,Adaire Alexander Sch,F,0,0,0,0,0,0,0,0,22,22,15,31,29,22,19,0,18,19,0,0,0,0,0,197
126515001,Philadelphia City SD,SD,Philadelphia,7256,Adaire Alexander Sch,M,0,0,0,0,0,0,0,0,20,25,27,22,19,17,16,0,33,22,0,0,0,0,0,201
126515001,Philadelphia City SD,SD,Philadelphia,3617,Alcorn James Sch,F,0,0,0,0,0,0,0,0,38,42,39,31,27,31,23,0,33,30,0,0,0,0,0,294
126515001,Philadelphia City SD,SD,Philadelphia,3617,Alcorn James Sch,M,0,0,0,0,0,0,0,0,48,36,31,33,42,31,31,0,29,20,0,0,0,0,0,301
126515001,Philadelphia City SD,SD,Philadelphia,5292,Allen Dr Ethel Sch,F,0,0,5,0,0,0,0,0,18,36,31,31,30,28,26,0,16,0,0,0,0,0,0,221
126515001,Philadelphia City SD,SD,Philadelphia,5292,Allen Dr Ethel Sch,M,0,0,13,0,0,0,0,0,25,37,30,41,27,31,29,0,19,0,0,0,0,0,0,252
126515001,Philadelphia City SD,SD,Philadelphia,3758,Allen Ethan Sch,F,0,0,0,0,0,0,0,0,37,51,58,50,41,39,50,0,46,42,0,0,0,0,0,414
126515001,Philadelphia City SD,SD,Philadelphia,3758,Allen Ethan Sch,M,0,0,0,0,0,0,0,0,37,57,41,55,56,47,44,0,50,44,0,0,0,0,0,431
126515001,Philadelphia City SD,SD,Philadelphia,6823,Amy At Martin,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,81,68,0,0,0,0,0,207
126515001,Philadelphia City SD,SD,Philadelphia,6823,Amy At Martin,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,64,63,0,0,0,0,0,180
126515001,Philadelphia City SD,SD,Philadelphia,7024,Amy NW,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,41,50,0,0,0,0,0,115
126515001,Philadelphia City SD,SD,Philadelphia,7024,Amy NW,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,37,29,0,0,0,0,0,96
126515001,Philadelphia City SD,SD,Philadelphia,3804,Anderson Add B Sch,F,0,0,8,0,0,0,0,0,29,38,38,23,30,25,25,0,16,20,0,0,0,0,0,252
126515001,Philadelphia City SD,SD,Philadelphia,3804,Anderson Add B Sch,M,0,0,11,0,0,0,0,0,33,38,26,39,39,38,31,0,39,35,0,0,0,0,0,329
126515001,Philadelphia City SD,SD,Philadelphia,3805,Arthur Chester A Sch,F,0,0,0,0,0,0,0,0,11,14,17,9,18,12,10,0,8,6,0,0,0,0,0,105
126515001,Philadelphia City SD,SD,Philadelphia,3805,Arthur Chester A Sch,M,0,0,0,0,0,0,0,0,9,9,11,15,12,7,6,0,13,9,0,0,0,0,0,91
126515001,Philadelphia City SD,SD,Philadelphia,8039,Arts Academy at Benjamin Rush,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,93,87,79,0,368
126515001,Philadelphia City SD,SD,Philadelphia,8039,Arts Academy at Benjamin Rush,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,30,38,32,0,137
126515001,Philadelphia City SD,SD,Philadelphia,3618,Bache-Martin Sch,F,0,0,19,0,0,0,0,0,16,22,22,18,27,28,18,0,25,19,0,0,0,0,0,214
126515001,Philadelphia City SD,SD,Philadelphia,3618,Bache-Martin Sch,M,0,0,21,0,0,0,0,0,23,19,22,14,20,19,17,0,22,19,0,0,0,0,0,196
126515001,Philadelphia City SD,SD,Philadelphia,6824,Baldi C C A MS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,174,194,0,0,0,0,0,583
126515001,Philadelphia City SD,SD,Philadelphia,6824,Baldi C C A MS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,235,211,0,0,0,0,0,645
126515001,Philadelphia City SD,SD,Philadelphia,8029,Barry Comm John Sch,F,0,0,23,0,0,0,0,0,56,56,55,52,41,54,44,0,40,33,0,0,0,0,0,454
126515001,Philadelphia City SD,SD,Philadelphia,8029,Barry Comm John Sch,M,0,0,14,0,0,0,0,0,51,52,51,52,45,35,29,0,50,50,0,0,0,0,0,429
126515001,Philadelphia City SD,SD,Philadelphia,3732,Barton Clara Sch,F,0,0,9,0,0,0,0,0,138,134,103,0,0,0,0,0,0,0,0,0,0,0,0,384
126515001,Philadelphia City SD,SD,Philadelphia,3732,Barton Clara Sch,M,0,0,10,0,0,0,0,0,124,123,121,0,0,0,0,0,0,0,0,0,0,0,0,378
126515001,Philadelphia City SD,SD,Philadelphia,3847,Bartram John - Main,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,101,124,131,0,471
126515001,Philadelphia City SD,SD,Philadelphia,3847,Bartram John - Main,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,159,132,128,0,544
126515001,Philadelphia City SD,SD,Philadelphia,7238,Beeber Dimner MS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,76,82,0,0,0,0,0,173
126515001,Philadelphia City SD,SD,Philadelphia,7238,Beeber Dimner MS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,86,102,0,0,0,0,0,212
126515001,Philadelphia City SD,SD,Philadelphia,5183,Bethune Mary McLeod Sch,F,0,0,25,0,0,0,0,0,45,44,30,46,38,33,23,0,33,29,0,0,0,0,0,346
126515001,Philadelphia City SD,SD,Philadelphia,5183,Bethune Mary McLeod Sch,M,0,0,13,0,0,0,0,0,36,46,36,36,30,26,35,0,51,29,0,0,0,0,0,338
126515001,Philadelphia City SD,SD,Philadelphia,3662,Blaine James G Sch,F,0,0,18,0,0,0,0,0,11,24,22,11,10,16,14,0,12,11,0,0,0,0,0,149
126515001,Philadelphia City SD,SD,Philadelphia,3662,Blaine James G Sch,M,0,0,16,0,0,0,0,0,10,24,19,14,10,27,14,0,12,18,0,0,0,0,0,164
126515001,Philadelphia City SD,SD,Philadelphia,3663,Blankenburg Rudolph Sch,F,0,0,12,0,0,0,0,0,22,28,29,27,25,20,23,0,14,14,0,0,0,0,0,214
126515001,Philadelphia City SD,SD,Philadelphia,3663,Blankenburg Rudolph Sch,M,0,0,18,0,0,0,0,0,19,30,19,22,20,26,24,0,29,23,0,0,0,0,0,230
126515001,Philadelphia City SD,SD,Philadelphia,7070,Bodine William W HS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,89,71,87,0,333
126515001,Philadelphia City SD,SD,Philadelphia,7070,Bodine William W HS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,56,42,54,0,219
126515001,Philadelphia City SD,SD,Philadelphia,3840,Bok Edw W Technical High School,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,129,77,80,0,369
126515001,Philadelphia City SD,SD,Philadelphia,3840,Bok Edw W Technical High School,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,165,98,126,0,520
126515001,Philadelphia City SD,SD,Philadelphia,3620,Bregy F Amedee Sch,F,0,0,8,0,0,0,0,0,16,21,18,14,21,26,15,0,16,18,0,0,0,0,0,173
