AUN,LEA Name,LEA Type,County,School Number,School Name,Student Gender Code,PKA,PKP,PKF,K4A,K4P,K4F,K5A,K5P,K5F,001,002,003,004,005,006,EUG,007,008,009,010,011,012,SUG,Student ID
126515001,Philadelphia City SD,SD,Philadelphia,6528,Harrington Avery D Sch,F,0,0,0,0,0,0,0,0,34,33,44,30,41,38,32,0,0,0,0,0,0,0,0,252
126515001,Philadelphia City SD,SD,Philadelphia,6528,Harrington Avery D Sch,M,0,0,0,0,0,0,0,0,28,46,33,46,28,28,24,0,0,0,0,0,0,0,0,233
126515001,Philadelphia City SD,SD,Philadelphia,5125,Hartranft John F Sch,F,0,0,16,0,0,0,0,0,24,25,25,29,21,23,23,0,15,15,0,0,0,0,0,216
126515001,Philadelphia City SD,SD,Philadelphia,5125,Hartranft John F Sch,M,0,0,13,0,0,0,0,0,24,32,28,18,32,16,15,0,23,27,0,0,0,0,0,228
126515001,Philadelphia City SD,SD,Philadelphia,3712,Henry Charles W Sch,F,0,0,0,0,0,0,0,0,21,22,19,29,27,27,22,0,31,23,0,0,0,0,0,221
126515001,Philadelphia City SD,SD,Philadelphia,3712,Henry Charles W Sch,M,0,0,0,0,0,0,0,0,33,17,24,23,18,19,18,0,21,12,0,0,0,0,0,185
126515001,Philadelphia City SD,SD,Philadelphia,5187,Heston Edward Sch,F,0,0,28,0,0,0,0,0,34,32,28,27,22,22,15,0,9,15,0,0,0,0,0,232
126515001,Philadelphia City SD,SD,Philadelphia,5187,Heston Edward Sch,M,0,0,21,0,0,0,0,0,46,29,33,23,22,27,17,0,17,19,0,0,0,0,0,254
126515001,Philadelphia City SD,SD,Philadelphia,7229,Hill J E/Freedman Samson,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35,51,0,0,0,0,0,121
126515001,Philadelphia City SD,SD,Philadelphia,7229,Hill J E/Freedman Samson,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,48,32,0,0,0,0,0,118
126515001,Philadelphia City SD,SD,Philadelphia,3806,Hill Leslie P Sch,F,0,0,34,0,0,0,0,0,16,21,16,20,12,21,11,0,10,15,0,0,0,0,0,176
126515001,Philadelphia City SD,SD,Philadelphia,3806,Hill Leslie P Sch,M,0,0,34,0,0,0,0,0,18,12,18,23,21,16,18,0,20,15,0,0,0,0,0,195
126515001,Philadelphia City SD,SD,Philadelphia,3766,Holme Thomas Sch,F,0,0,44,0,0,0,0,0,40,27,33,30,28,25,23,0,0,0,0,0,0,0,0,250
126515001,Philadelphia City SD,SD,Philadelphia,3766,Holme Thomas Sch,M,0,0,43,0,0,0,0,0,46,50,39,39,40,40,40,0,0,0,0,0,0,0,0,337
126515001,Philadelphia City SD,SD,Philadelphia,3742,Hopkinson Francis Sch,F,0,0,0,0,0,0,0,0,60,50,42,53,53,52,44,0,47,30,0,0,0,0,0,431
126515001,Philadelphia City SD,SD,Philadelphia,3742,Hopkinson Francis Sch,M,0,0,0,0,0,0,0,0,50,52,55,65,62,64,46,0,51,40,0,0,0,0,0,485
126515001,Philadelphia City SD,SD,Philadelphia,3713,Houston Henry E Sch,F,0,0,0,0,0,0,0,0,20,24,21,27,24,21,19,0,28,21,0,0,0,0,0,205
126515001,Philadelphia City SD,SD,Philadelphia,3713,Houston Henry E Sch,M,0,0,0,0,0,0,0,0,17,24,33,36,23,24,28,0,26,33,0,0,0,0,0,244
126515001,Philadelphia City SD,SD,Philadelphia,3743,Howe Julia Ward Sch,F,0,0,0,0,0,0,0,0,18,16,28,22,19,16,0,0,0,0,0,0,0,0,0,119
126515001,Philadelphia City SD,SD,Philadelphia,3743,Howe Julia Ward Sch,M,0,0,0,0,0,0,0,0,24,27,23,23,32,26,0,0,0,0,0,0,0,0,0,155
126515001,Philadelphia City SD,SD,Philadelphia,3807,Huey Samuel B Sch,F,0,0,0,0,0,0,0,0,43,44,32,30,41,29,28,0,37,28,0,0,0,0,0,312
126515001,Philadelphia City SD,SD,Philadelphia,3807,Huey Samuel B Sch,M,0,0,0,0,0,0,0,0,35,40,37,45,42,49,43,0,37,35,0,0,0,0,0,363
126515001,Philadelphia City SD,SD,Philadelphia,3693,Hunter William H Sch,F,0,0,24,0,0,0,0,0,24,30,30,26,36,21,19,0,25,25,0,0,0,0,0,260
126515001,Philadelphia City SD,SD,Philadelphia,3693,Hunter William H Sch,M,0,0,14,0,0,0,0,0,37,30,32,37,24,23,18,0,22,28,0,0,0,0,0,265
126515001,Philadelphia City SD,SD,Philadelphia,3642,Jackson Andrew Sch,F,0,0,16,0,0,0,0,0,25,29,40,15,13,16,19,0,20,12,0,0,0,0,0,205
126515001,Philadelphia City SD,SD,Philadelphia,3642,Jackson Andrew Sch,M,0,0,17,0,0,0,0,0,29,33,24,20,14,23,23,0,22,18,0,0,0,0,0,223
126515001,Philadelphia City SD,SD,Philadelphia,7227,Jenks Abram Sch,F,0,0,0,0,0,0,0,0,44,38,30,33,24,0,0,0,0,0,0,0,0,0,0,169
126515001,Philadelphia City SD,SD,Philadelphia,7227,Jenks Abram Sch,M,0,0,0,0,0,0,0,0,36,35,23,25,37,0,0,0,0,0,0,0,0,0,0,156
126515001,Philadelphia City SD,SD,Philadelphia,3714,Jenks John S Sch,F,0,0,0,0,0,0,0,0,31,28,33,28,31,23,25,0,26,24,0,0,0,0,0,249
126515001,Philadelphia City SD,SD,Philadelphia,3714,Jenks John S Sch,M,0,0,0,0,0,0,0,0,21,28,28,27,19,29,26,0,24,26,0,0,0,0,0,228
126515001,Philadelphia City SD,SD,Philadelphia,7963,Juniata Park Academy,F,0,0,0,0,0,0,0,0,64,55,64,64,48,55,51,0,57,60,0,0,0,0,0,518
126515001,Philadelphia City SD,SD,Philadelphia,7963,Juniata Park Academy,M,0,0,0,0,0,0,0,0,53,71,79,73,70,55,57,0,46,59,0,0,0,0,0,563
126515001,Philadelphia City SD,SD,Philadelphia,3645,Kearny Gen Philip Sch,F,0,0,0,0,0,0,0,0,27,25,26,23,24,20,21,0,20,18,0,0,0,0,0,204
126515001,Philadelphia City SD,SD,Philadelphia,3645,Kearny Gen Philip Sch,M,0,0,0,0,0,0,0,0,34,26,20,30,34,21,26,0,22,22,0,0,0,0,0,235
126515001,Philadelphia City SD,SD,Philadelphia,3626,Kelley William D Sch,F,0,0,11,0,0,0,0,0,23,10,15,27,15,13,8,0,11,12,0,0,0,0,0,145
126515001,Philadelphia City SD,SD,Philadelphia,3626,Kelley William D Sch,M,0,0,4,0,0,0,0,0,24,20,16,21,15,10,11,0,14,12,0,0,0,0,0,147
126515001,Philadelphia City SD,SD,Philadelphia,5294,Kelly John B Sch,F,0,0,0,0,0,0,0,0,69,55,52,40,45,46,41,0,0,0,0,0,0,0,0,348
126515001,Philadelphia City SD,SD,Philadelphia,5294,Kelly John B Sch,M,0,0,0,0,0,0,0,0,82,64,57,66,53,59,48,0,0,0,0,0,0,0,0,429
126515001,Philadelphia City SD,SD,Philadelphia,3795,Kenderton Sch,F,0,0,0,0,0,0,0,0,25,26,16,19,20,23,17,0,19,17,0,0,0,0,0,182
126515001,Philadelphia City SD,SD,Philadelphia,3795,Kenderton Sch,M,0,0,0,0,0,0,0,0,30,30,27,33,19,21,9,0,10,9,0,0,0,0,0,188
126515001,Philadelphia City SD,SD,Philadelphia,7852,Kensington Creative & Performing Arts HS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,56,35,51,0,204
126515001,Philadelphia City SD,SD,Philadelphia,7852,Kensington Creative & Performing Arts HS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,54,48,67,0,220
126515001,Philadelphia City SD,SD,Philadelphia,7855,Kensington Culinary Arts,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,33,41,44,0,185
126515001,Philadelphia City SD,SD,Philadelphia,7855,Kensington Culinary Arts,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,45,40,38,0,178
126515001,Philadelphia City SD,SD,Philadelphia,7851,Kensington Intern Business  Finance & En,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,36,26,31,0,141
126515001,Philadelphia City SD,SD,Philadelphia,7851,Kensington Intern Business  Finance & En,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,60,41,38,0,229
126515001,Philadelphia City SD,SD,Philadelphia,8143,Kensington Urban Education Academy,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,38,40,0,0,114
126515001,Philadelphia City SD,SD,Philadelphia,8143,Kensington Urban Education Academy,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,43,23,0,0,108
126515001,Philadelphia City SD,SD,Philadelphia,7228,Key Francis Scott Sch,F,0,0,0,0,0,0,0,0,36,49,34,44,37,36,23,0,0,0,0,0,0,0,0,259
126515001,Philadelphia City SD,SD,Philadelphia,7228,Key Francis Scott Sch,M,0,0,0,0,0,0,0,0,40,39,36,37,26,47,32,0,0,0,0,0,0,0,0,257
126515001,Philadelphia City SD,SD,Philadelphia,6675,King Martin Luther HS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,88,62,99,0,324
126515001,Philadelphia City SD,SD,Philadelphia,6675,King Martin Luther HS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,134,85,89,0,436
126515001,Philadelphia City SD,SD,Philadelphia,3715,Kinsey John L Sch,F,0,0,18,0,0,0,0,0,27,32,31,24,24,31,18,0,29,14,0,0,0,0,0,248
126515001,Philadelphia City SD,SD,Philadelphia,3715,Kinsey John L Sch,M,0,0,20,0,0,0,0,0,30,36,29,38,31,24,17,0,27,21,0,0,0,0,0,273
126515001,Philadelphia City SD,SD,Philadelphia,3647,Kirkbride Eliza B Sch,F,0,0,22,0,0,0,0,0,32,26,28,27,32,20,29,0,24,24,0,0,0,0,0,264
126515001,Philadelphia City SD,SD,Philadelphia,3647,Kirkbride Eliza B Sch,M,0,0,12,0,0,0,0,0,32,36,31,40,36,28,25,0,19,28,0,0,0,0,0,287
126515001,Philadelphia City SD,SD,Philadelphia,6825,La Brum Gen J Harry MS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,27,28,0,0,0,0,0,86
126515001,Philadelphia City SD,SD,Philadelphia,6825,La Brum Gen J Harry MS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,36,35,0,0,0,0,0,114
126515001,Philadelphia City SD,SD,Philadelphia,3670,Lamberton Robert E Sch,F,0,0,0,0,0,0,0,0,26,16,28,23,23,25,26,0,26,46,0,0,0,0,0,239
126515001,Philadelphia City SD,SD,Philadelphia,3670,Lamberton Robert E Sch,M,0,0,0,0,0,0,0,0,28,36,37,35,36,22,25,0,47,25,0,0,0,0,0,291
126515001,Philadelphia City SD,SD,Philadelphia,7810,Lamberton Robert HS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,25,26,0,95
126515001,Philadelphia City SD,SD,Philadelphia,7810,Lamberton Robert HS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,31,22,0,100
126515001,Philadelphia City SD,SD,Philadelphia,7811,Lankenau HS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,53,20,43,0,174
126515001,Philadelphia City SD,SD,Philadelphia,7811,Lankenau HS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,40,27,33,0,146
126515001,Philadelphia City SD,SD,Philadelphia,3744,Lawton Henry W Sch,F,0,0,0,0,0,0,0,0,58,59,71,63,66,46,45,0,0,0,0,0,0,0,0,408
126515001,Philadelphia City SD,SD,Philadelphia,3744,Lawton Henry W Sch,M,0,0,0,0,0,0,0,0,62,60,65,51,48,63,57,0,0,0,0,0,0,0,0,406
126515001,Philadelphia City SD,SD,Philadelphia,6530,Lea Henry C Sch,F,0,0,17,0,0,0,0,0,25,29,19,18,20,18,14,0,10,12,0,0,0,0,0,182
126515001,Philadelphia City SD,SD,Philadelphia,6530,Lea Henry C Sch,M,0,0,36,0,0,0,0,0,32,35,34,33,24,15,13,0,18,25,0,0,0,0,0,265
126515001,Philadelphia City SD,SD,Philadelphia,3822,Leeds Morris E MS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,54,0,0,0,0,0,115
126515001,Philadelphia City SD,SD,Philadelphia,3822,Leeds Morris E MS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,78,0,0,0,0,0,155
126515001,Philadelphia City SD,SD,Philadelphia,3671,Leidy Joseph Sch,F,0,0,0,0,0,0,0,0,12,21,21,19,14,11,12,0,14,18,0,0,0,0,0,142
126515001,Philadelphia City SD,SD,Philadelphia,3671,Leidy Joseph Sch,M,0,0,0,0,0,0,0,0,14,17,18,26,32,17,20,0,15,13,0,0,0,0,0,172
126515001,Philadelphia City SD,SD,Philadelphia,3845,Lincoln HS,F,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,212,197,175,0,820
126515001,Philadelphia City SD,SD,Philadelphia,3845,Lincoln HS,M,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,279,217,181,0,997
126515001,Philadelphia City SD,SD,Philadelphia,3717,Lingelbach Anna L Sch,F,0,0,0,0,0,0,0,0,20,22,19,19,16,24,23,0,28,29,0,0,0,0,0,200
126515001,Philadelphia City SD,SD,Philadelphia,3717,Lingelbach Anna L Sch,M,0,0,0,0,0,0,0,0,28,30,23,26,31,17,15,0,30,24,0,0,0,0,0,224
126515001,Philadelphia City SD,SD,Philadelphia,4732,Locke Alain Sch,F,0,0,0,0,0,0,0,0,23,28,44,30,24,26,13,0,26,25,0,0,0,0,0,239
126515001,Philadelphia City SD,SD,Philadelphia,4732,Locke Alain Sch,M,0,0,0,0,0,0,0,0,23,44,31,24,29,22,33,0,18,21,0,0,0,0,0,245
126515001,Philadelphia City SD,SD,Philadelphia,4961,Loesche William H Sch,F,0,0,14,0,0,0,0,0,72,62,61,66,63,58,0,0,0,0,0,0,0,0,0,396
126515001,Philadelphia City SD,SD,Philadelphia,4961,Loesche William H Sch,M,0,0,25,0,0,0,0,0,73,65,72,59,69,74,0,0,0,0,0,0,0,0,0,437
126515001,Philadelphia City SD,SD,Philadelphia,3718,Logan James Sch,F,0,0,38,0,0,0,0,0,24,22,17,27,22,28,26,0,0,0,0,0,0,0,0,204
126515001,Philadelphia City SD,SD,Philadelphia,3718,Logan James Sch,M,0,0,37,0,0,0,0,0,22,22,29,34,33,29,21,0,0,0,0,0,0,0,0,227
126515001,Philadelphia City SD,SD,Philadelphia,6533,Longstreth William C Sch,F,0,0,9,0,0,0,0,0,38,27,20,19,31,22,21,0,24,23,0,0,0,0,0,234
126515001,Philadelphia City SD,SD,Philadelphia,6533,Longstreth William C Sch,M,0,0,9,0,0,0,0,0,32,26,31,23,28,26,24,0,24,20,0,0,0,0,0,243
126515001,Philadelphia City SD,SD,Philadelphia,7232,Lowell James R Sch,F,0,0,16,0,0,0,0,0,92,100,81,97,77,0,0,0,0,0,0,0,0,0,0,463
126515001,Philadelphia City SD,SD,Philadelphia,7232,Lowell James R Sch,M,0,0,15,0,0,0,0,0,115,107,101,86,103,0,0,0,0,0,0,0,0,0,0,527
126515001,Philadelphia City SD,SD,Philadelphia,3694,Ludlow James R Sch,F,0,0,8,0,0,0,0,0,20,25,14,21,21,17,18,0,9,7,0,0,0,0,0,160
126515001,Philadelphia City SD,SD,Philadelphia,3694,Ludlow James R Sch,M,0,0,6,0,0,0,0,0,26,21,16,26,20,21,14,0,15,11,0,0,0,0,0,176
126515001,Philadelphia City SD,SD,Philadelphia,3797,Marshall John Sch,F,0,0,0,0,0,0,0,0,32,30,29,36,28,15,0,0,0,0,0,0,0,0,0,170
126515001,Philadelphia City SD,SD,Philadelphia,3797,Marshall John Sch,M,0,0,0,0,0,0,0,0,34,43,40,33,38,34,0,0,0,0,0,0,0,0,0,222
126515001,Philadelphia City SD,SD,Philadelphia,7521,Marshall Thurgood,F,0,0,17,0,0,0,0,0,49,43,35,35,41,47,28,0,34,37,0,0,0,0,0,366
126515001,Philadelphia City SD,SD,Philadelphia,7521,Marshall Thurgood,M,0,0,13,0,0,0,0,0,45,50,48,51,31,47,29,0,38,33,0,0,0,0,0,385
126515001,Philadelphia City SD,SD,Philadelphia,3842,Mastbaum Jules E AVTS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,89,114,58,0,323
126515001,Philadelphia City SD,SD,Philadelphia,3842,Mastbaum Jules E AVTS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,111,103,57,0,357
126515001,Philadelphia City SD,SD,Philadelphia,3808,Masterman Julia R Sec Sch,F,0,0,0,0,0,0,0,0,0,0,0,0,0,84,94,0,113,108,53,64,64,58,0,638
126515001,Philadelphia City SD,SD,Philadelphia,3808,Masterman Julia R Sec Sch,M,0,0,0,0,0,0,0,0,0,0,0,0,0,81,104,0,85,86,57,38,40,45,0,536
126515001,Philadelphia City SD,SD,Philadelphia,3769,Mayfair Sch,F,0,0,0,0,0,0,0,0,54,60,57,56,60,61,69,0,51,63,0,0,0,0,0,531
126515001,Philadelphia City SD,SD,Philadelphia,3769,Mayfair Sch,M,0,0,0,0,0,0,0,0,75,72,65,56,52,45,79,0,53,56,0,0,0,0,0,553
126515001,Philadelphia City SD,SD,Philadelphia,3648,McCall Gen George A Sch,F,0,0,0,0,0,0,0,0,56,39,38,32,37,34,30,0,22,29,0,0,0,0,0,317
126515001,Philadelphia City SD,SD,Philadelphia,3648,McCall Gen George A Sch,M,0,0,0,0,0,0,0,0,31,45,40,39,45,28,29,0,25,35,0,0,0,0,0,317
126515001,Philadelphia City SD,SD,Philadelphia,3719,McCloskey John F Sch,F,0,0,20,0,0,0,0,0,24,28,33,23,27,32,13,0,0,0,0,0,0,0,0,200
126515001,Philadelphia City SD,SD,Philadelphia,3719,McCloskey John F Sch,M,0,0,20,0,0,0,0,0,29,32,34,26,21,27,29,0,0,0,0,0,0,0,0,218
126515001,Philadelphia City SD,SD,Philadelphia,6534,McClure Alexander K Sch,F,0,0,28,0,0,0,0,0,45,54,52,47,45,34,0,0,0,0,0,0,0,0,0,305
126515001,Philadelphia City SD,SD,Philadelphia,6534,McClure Alexander K Sch,M,0,0,11,0,0,0,0,0,45,45,52,48,39,47,0,0,0,0,0,0,0,0,0,287
126515001,Philadelphia City SD,SD,Philadelphia,3629,McDaniel Delaplaine Sch,F,0,0,0,0,0,0,0,0,55,52,55,43,50,41,40,0,40,33,0,0,0,0,0,409
126515001,Philadelphia City SD,SD,Philadelphia,3629,McDaniel Delaplaine Sch,M,0,0,0,0,0,0,0,0,44,56,50,43,58,42,40,0,32,36,0,0,0,0,0,401
126515001,Philadelphia City SD,SD,Philadelphia,5293,McKinley William Sch,F,0,0,16,0,0,0,0,0,20,20,21,10,9,14,21,0,14,10,0,0,0,0,0,155
126515001,Philadelphia City SD,SD,Philadelphia,5293,McKinley William Sch,M,0,0,20,0,0,0,0,0,15,25,19,21,21,13,16,0,11,14,0,0,0,0,0,175
126515001,Philadelphia City SD,SD,Philadelphia,3611,McMichael Morton Sch,F,0,0,35,0,0,0,0,0,24,16,15,18,15,21,19,0,12,19,0,0,0,0,0,194
126515001,Philadelphia City SD,SD,Philadelphia,3611,McMichael Morton Sch,M,0,0,26,0,0,0,0,0,24,21,26,20,30,13,25,0,19,18,0,0,0,0,0,222
126515001,Philadelphia City SD,SD,Philadelphia,3630,Meade Gen George C Sch,F,0,0,16,0,0,0,0,0,23,21,19,23,29,19,14,0,13,10,0,0,0,0,0,187
126515001,Philadelphia City SD,SD,Philadelphia,3630,Meade Gen George C Sch,M,0,0,27,0,0,0,0,0,26,14,31,27,24,20,11,0,18,26,0,0,0,0,0,224
126515001,Philadelphia City SD,SD,Philadelphia,6768,Meehan Austin MS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,121,126,0,0,0,0,0,249
126515001,Philadelphia City SD,SD,Philadelphia,6768,Meehan Austin MS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,160,157,0,0,0,0,0,326
126515001,Philadelphia City SD,SD,Philadelphia,3649,Meredith William M Sch,F,0,0,0,0,0,0,0,0,24,29,31,29,36,26,27,0,23,22,0,0,0,0,0,247
126515001,Philadelphia City SD,SD,Philadelphia,3649,Meredith William M Sch,M,0,0,0,0,0,0,0,0,36,30,31,23,33,29,28,0,26,36,0,0,0,0,0,272
126515001,Philadelphia City SD,SD,Philadelphia,7022,Middle Years Alternative,F,0,0,0,0,0,0,0,0,0,0,0,0,0,28,40,0,70,37,0,0,0,0,0,175
126515001,Philadelphia City SD,SD,Philadelphia,7022,Middle Years Alternative,M,0,0,0,0,0,0,0,0,0,0,0,0,0,19,30,0,44,34,0,0,0,0,0,127
126515001,Philadelphia City SD,SD,Philadelphia,3720,Mifflin Thomas Sch,F,0,0,23,0,0,0,0,0,20,18,14,24,11,22,11,0,18,5,0,0,0,0,0,166
126515001,Philadelphia City SD,SD,Philadelphia,3720,Mifflin Thomas Sch,M,0,0,20,0,0,0,0,0,19,17,20,14,16,16,14,0,10,11,0,0,0,0,0,157
126515001,Philadelphia City SD,SD,Philadelphia,3798,Mitchell El Sch,F,0,0,22,0,0,0,0,0,51,55,53,41,40,34,0,0,0,0,0,0,0,0,0,296
126515001,Philadelphia City SD,SD,Philadelphia,3798,Mitchell El Sch,M,0,0,17,0,0,0,0,0,44,44,45,39,43,44,0,0,0,0,0,0,0,0,0,276
126515001,Philadelphia City SD,SD,Philadelphia,3697,Moffet John Sch,F,0,0,0,0,0,0,0,0,34,38,35,40,34,31,0,0,0,0,0,0,0,0,0,212
126515001,Philadelphia City SD,SD,Philadelphia,3697,Moffet John Sch,M,0,0,0,0,0,0,0,0,39,43,40,38,26,37,0,0,0,0,0,0,0,0,0,223
126515001,Philadelphia City SD,SD,Philadelphia,3770,Moore J Hampton Sch,F,0,0,0,0,0,0,0,0,80,96,95,96,102,115,0,0,0,0,0,0,0,0,0,584
126515001,Philadelphia City SD,SD,Philadelphia,3770,Moore J Hampton Sch,M,0,0,0,0,0,0,0,0,85,95,85,99,108,101,0,0,0,0,0,0,0,0,0,573
126515001,Philadelphia City SD,SD,Philadelphia,4868,Morris Robert Sch,F,0,0,30,0,0,0,0,0,25,24,22,18,19,15,17,0,12,15,0,0,0,0,0,197
126515001,Philadelphia City SD,SD,Philadelphia,4868,Morris Robert Sch,M,0,0,30,0,0,0,0,0,22,31,17,25,14,21,14,0,13,4,0,0,0,0,0,191
126515001,Philadelphia City SD,SD,Philadelphia,3749,Morrison Andrew J Sch,F,0,0,0,0,0,0,0,0,41,25,31,33,34,36,38,0,33,43,0,0,0,0,0,314
126515001,Philadelphia City SD,SD,Philadelphia,3749,Morrison Andrew J Sch,M,0,0,0,0,0,0,0,0,44,33,32,37,38,26,36,0,36,38,0,0,0,0,0,320
126515001,Philadelphia City SD,SD,Philadelphia,6535,Morton Thomas G Sch,F,0,0,0,0,0,0,0,0,74,69,71,53,57,56,0,0,0,0,0,0,0,0,0,380
126515001,Philadelphia City SD,SD,Philadelphia,6535,Morton Thomas G Sch,M,0,0,0,0,0,0,0,0,64,65,81,57,71,63,0,0,0,0,0,0,0,0,0,401
126515001,Philadelphia City SD,SD,Philadelphia,7815,Motivation HS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,56,28,35,0,163
126515001,Philadelphia City SD,SD,Philadelphia,7815,Motivation HS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,16,22,13,0,79
126515001,Philadelphia City SD,SD,Philadelphia,7522,Munoz-Marin Luis,F,0,0,13,0,0,0,0,0,37,47,42,41,43,39,59,0,35,28,0,0,0,0,0,384
126515001,Philadelphia City SD,SD,Philadelphia,7522,Munoz-Marin Luis,M,0,0,19,0,0,0,0,0,42,55,42,36,48,30,48,0,29,30,0,0,0,0,0,379
126515001,Philadelphia City SD,SD,Philadelphia,3650,Nebinger George W Sch,F,0,0,19,0,0,0,0,0,20,12,7,16,21,11,14,0,12,9,0,0,0,0,0,141
126515001,Philadelphia City SD,SD,Philadelphia,3650,Nebinger George W Sch,M,0,0,18,0,0,0,0,0,9,18,18,19,17,15,13,0,22,10,0,0,0,0,0,159
126515001,Philadelphia City SD,SD,Philadelphia,3855,Northeast HS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,347,305,298,0,"1,303"
126515001,Philadelphia City SD,SD,Philadelphia,3855,Northeast HS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,415,393,354,0,"1,662"
126515001,Philadelphia City SD,SD,Philadelphia,3750,Olney El Sch,F,0,0,0,0,0,0,0,0,51,54,51,39,46,39,41,0,35,36,0,0,0,0,0,392
126515001,Philadelphia City SD,SD,Philadelphia,3750,Olney El Sch,M,0,0,0,0,0,0,0,0,49,57,44,51,41,49,42,0,49,40,0,0,0,0,0,422
126515001,Philadelphia City SD,SD,Philadelphia,6960,Overbrook Edu Ctr,F,0,0,0,0,0,0,0,0,1,7,14,12,15,20,18,0,19,15,0,0,0,0,0,121
126515001,Philadelphia City SD,SD,Philadelphia,6960,Overbrook Edu Ctr,M,0,0,0,0,0,0,0,0,3,8,11,17,19,11,14,0,19,19,0,0,0,0,0,121
126515001,Philadelphia City SD,SD,Philadelphia,7472,Overbrook Elementary School,F,0,0,15,0,0,0,0,0,21,23,18,23,26,28,0,0,0,0,0,0,0,0,0,154
126515001,Philadelphia City SD,SD,Philadelphia,7472,Overbrook Elementary School,M,0,0,17,0,0,0,0,0,23,22,24,18,16,16,0,0,0,0,0,0,0,0,0,136
126515001,Philadelphia City SD,SD,Philadelphia,3857,Overbrook HS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,132,119,100,0,437
126515001,Philadelphia City SD,SD,Philadelphia,3857,Overbrook HS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,157,151,106,0,559
126515001,Philadelphia City SD,SD,Philadelphia,6548,Parkway Northwest,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,56,40,37,0,161
126515001,Philadelphia City SD,SD,Philadelphia,6548,Parkway Northwest,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,29,29,19,0,97
126515001,Philadelphia City SD,SD,Philadelphia,7808,Parkway West,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,55,30,37,0,160
126515001,Philadelphia City SD,SD,Philadelphia,7808,Parkway West,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,31,24,21,0,97
126515001,Philadelphia City SD,SD,Philadelphia,7782,Parkway-Center City,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,76,49,70,0,275
126515001,Philadelphia City SD,SD,Philadelphia,7782,Parkway-Center City,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,43,46,37,0,191
126515001,Philadelphia City SD,SD,Philadelphia,3721,Pastorius Francis P Sch,F,0,0,0,0,0,0,0,0,38,24,32,36,20,20,21,0,34,29,0,0,0,0,0,254
126515001,Philadelphia City SD,SD,Philadelphia,3721,Pastorius Francis P Sch,M,0,0,0,0,0,0,0,0,37,27,29,30,28,15,33,0,36,25,0,0,0,0,0,260
126515001,Philadelphia City SD,SD,Philadelphia,3613,Patterson John M Sch,F,0,0,13,0,0,0,0,0,67,73,53,58,67,0,0,0,0,0,0,0,0,0,0,331
